listing_id,price,room_type,neighbourhood,cluster
33639841,120,Entire home/apt,Midtown,0
33734301,70,Private room,Washington Heights,2
33869355,34,Shared room,Morningside Heights,2
33880288,120,Private room,Astoria,2
33990756,240,Entire home/apt,Financial District,0
33999088,75,Private room,Gowanus,2
34013463,91,Entire home/apt,Crown Heights,2
34022740,57,Private room,Brownsville,2
34036011,130,Entire home/apt,East Village,2
34087750,164,Entire home/apt,Financial District,0
34143280,50,Private room,Washington Heights,2
34390645,150,Private room,Washington Heights,2
34416958,58,Private room,Bedford-Stuyvesant,2
34514860,350,Entire home/apt,Midtown,2
34536944,150,Entire home/apt,Clinton Hill,2
34544304,223,Entire home/apt,Fordham,1
34594922,180,Entire home/apt,Upper East Side,2
34714305,110,Entire home/apt,Financial District,0
34737337,69,Private room,Flushing,1
34805654,499,Entire home/apt,Hell's Kitchen,0
34844239,180,Entire home/apt,Bellerose,1
34859949,1000,Entire home/apt,Midtown,0
34914606,45,Private room,Sunset Park,2
34943918,150,Entire home/apt,Bedford-Stuyvesant,2
34946870,210,Entire home/apt,Upper East Side,2
35184104,140,Private room,East Harlem,2
35368749,75,Entire home/apt,Pelham Gardens,1
35485306,159,Entire home/apt,Murray Hill,0
35566070,135,Entire home/apt,Upper East Side,2
35608098,80,Private room,Washington Heights,2
35647761,265,Entire home/apt,Financial District,0
35672353,65,Private room,Highbridge,0
35709682,30,Shared room,Sunnyside,0
35726877,249,Entire home/apt,Hell's Kitchen,2
35796073,61,Private room,Washington Heights,0
35900353,600,Entire home/apt,Kips Bay,0
35970902,199,Entire home/apt,Bushwick,2
36074198,1308,Entire home/apt,SoHo,0
36076594,75,Private room,Greenpoint,2
36078939,37,Private room,Bushwick,0
36131784,250,Entire home/apt,Prospect Heights,0
36148417,159,Entire home/apt,Rockaway Beach,1
36243129,178,Entire home/apt,Fordham,1
36277784,40,Private room,Bushwick,2
36412355,50,Private room,Forest Hills,1
525293,250,Entire home/apt,Concourse,3
553516,121,Entire home/apt,Prospect Heights,2
607781,120,Entire home/apt,East Harlem,3
707396,399,Entire home/apt,East Village,3
722464,85,Private room,Bedford-Stuyvesant,0
818337,57,Private room,Flushing,1
882209,80,Private room,Williamsburg,2
1067251,395,Entire home/apt,East Village,2
1271361,120,Private room,Williamsburg,2
1351217,98,Entire home/apt,Bedford-Stuyvesant,3
1517917,67,Entire home/apt,Bedford-Stuyvesant,2
1534782,40,Private room,Prospect Heights,2
1628564,79,Private room,Washington Heights,3
1818820,193,Entire home/apt,Williamsburg,3
1861281,1700,Private room,East Village,0
2250372,1550,Entire home/apt,Kips Bay,2
2289119,250,Entire home/apt,Williamsburg,2
2331148,180,Entire home/apt,Lower East Side,2
2723019,90,Entire home/apt,Prospect-Lefferts Gardens,0
2739793,145,Entire home/apt,Bushwick,3
2863223,75,Private room,Williamsburg,2
2922197,65,Private room,Greenpoint,0
3083899,120,Entire home/apt,Upper West Side,2
3171234,425,Entire home/apt,Williamsburg,2
3191450,60,Private room,Flatbush,2
3544899,85,Entire home/apt,East Flatbush,0
3624380,58,Private room,East Harlem,0
3687172,190,Entire home/apt,Greenwich Village,2
3793874,200,Entire home/apt,West Village,2
3861713,97,Private room,Greenpoint,2
3928833,1000,Entire home/apt,Bushwick,2
4050795,90,Private room,Bushwick,0
4226098,88,Private room,Upper West Side,3
4256091,175,Entire home/apt,West Village,3
4774041,129,Entire home/apt,Bay Ridge,2
4891477,55,Private room,Williamsburg,2
5048535,75,Private room,Gramercy,2
5049823,500,Private room,Midtown,2
5433746,142,Entire home/apt,Bedford-Stuyvesant,3
5533000,250,Entire home/apt,Bushwick,2
5641644,35,Private room,Crown Heights,2
5651523,160,Entire home/apt,East Harlem,2
5697237,185,Entire home/apt,Hell's Kitchen,0
5833530,40,Private room,Bedford-Stuyvesant,2
5913433,125,Entire home/apt,Greenpoint,2
6103273,285,Entire home/apt,Harlem,3
6117178,50,Private room,Gowanus,2
6248093,130,Entire home/apt,Upper East Side,2
6285844,145,Entire home/apt,Bushwick,3
6315050,65,Private room,Bedford-Stuyvesant,2
6315659,129,Private room,Flatbush,2
6361102,50,Private room,Bedford-Stuyvesant,3
6370889,35,Private room,Washington Heights,2
6450408,320,Entire home/apt,Williamsburg,2
6574537,225,Private room,Long Island City,0
6759264,70,Private room,Astoria,0
6787310,210,Private room,Hell's Kitchen,3
6806282,80,Private room,East Village,2
6895123,95,Entire home/apt,Greenpoint,2
6966936,250,Entire home/apt,Bushwick,2
6967305,164,Entire home/apt,Prospect Heights,2
7002139,125,Private room,Bushwick,0
7023437,220,Entire home/apt,Williamsburg,2
7324746,99,Private room,Prospect Heights,2
7329781,650,Entire home/apt,Nolita,2
7933896,122,Entire home/apt,Two Bridges,2
8133707,49,Private room,Theater District,2
8173609,200,Entire home/apt,Harlem,3
8241894,80,Private room,Long Island City,2
8312148,400,Entire home/apt,West Village,2
8427638,190,Entire home/apt,Upper West Side,0
8498323,650,Entire home/apt,Upper East Side,2
8664965,35,Shared room,Sheepshead Bay,3
8676240,45,Entire home/apt,Washington Heights,2
8869029,125,Private room,East Village,2
8987285,65,Private room,Bushwick,2
9127163,79,Private room,Holliswood,1
9152965,200,Entire home/apt,Bushwick,2
9513278,185,Entire home/apt,SoHo,2
9525241,126,Entire home/apt,Chelsea,2
9798242,145,Private room,Hell's Kitchen,2
9985852,60,Private room,Park Slope,2
10001022,105,Entire home/apt,Astoria,2
10002428,485,Entire home/apt,Tribeca,2
10021820,196,Entire home/apt,Greenwich Village,2
10056541,61,Entire home/apt,South Slope,2
10136508,45,Private room,Ditmars Steinway,2
10354038,95,Entire home/apt,Red Hook,2
10405694,150,Entire home/apt,Bushwick,2
10541080,150,Entire home/apt,Upper West Side,2
10544239,129,Private room,East Village,2
10729951,105,Private room,Bedford-Stuyvesant,2
10827775,133,Entire home/apt,East Village,2
10859700,145,Entire home/apt,East Elmhurst,1
11144544,112,Private room,Midtown,2
11199622,230,Entire home/apt,East Village,0
11226811,115,Entire home/apt,Inwood,2
11532518,200,Entire home/apt,East Village,2
11714137,250,Entire home/apt,Gowanus,2
11758988,225,Entire home/apt,Harlem,2
11801984,122,Private room,Upper East Side,0
12321473,195,Entire home/apt,Greenwich Village,2
12409364,350,Entire home/apt,Kips Bay,2
12511986,90,Private room,Harlem,0
12519042,50,Private room,Bedford-Stuyvesant,2
12657039,90,Private room,Williamsburg,2
12679172,100,Entire home/apt,Harlem,2
12871708,95,Entire home/apt,Washington Heights,3
12984535,60,Private room,Windsor Terrace,2
12987983,50,Private room,Ridgewood,2
13019851,45,Private room,Clinton Hill,2
13153856,200,Entire home/apt,Williamsburg,2
13246804,80,Private room,Midtown,3
13280112,160,Entire home/apt,Williamsburg,2
13314206,110,Entire home/apt,Washington Heights,2
13316545,77,Entire home/apt,East Flatbush,2
13376968,80,Private room,East Village,2
13461289,288,Entire home/apt,Midtown,2
13490097,45,Private room,Washington Heights,2
13605171,79,Private room,Upper West Side,2
13714531,225,Entire home/apt,Clinton Hill,2
13721612,350,Entire home/apt,Upper East Side,2
13723345,185,Entire home/apt,Chelsea,3
13881920,150,Entire home/apt,Greenwich Village,0
13912926,200,Entire home/apt,Forest Hills,1
14089808,100,Private room,East Harlem,3
14323803,42,Private room,Kensington,3
14408114,2500,Entire home/apt,Midtown,0
14666364,160,Entire home/apt,Hell's Kitchen,2
14787776,120,Private room,Williamsburg,2
14824230,85,Private room,Morningside Heights,2
15024889,70,Entire home/apt,Ozone Park,1
15090815,51,Private room,Cypress Hills,1
15141661,643,Entire home/apt,SoHo,0
15164526,60,Private room,Sunset Park,2
15405532,198,Entire home/apt,Kips Bay,0
15469963,70,Private room,Prospect-Lefferts Gardens,2
15632470,55,Private room,Astoria,3
15660209,95,Entire home/apt,Rego Park,1
15709537,160,Entire home/apt,Lower East Side,3
15789405,75,Private room,Lower East Side,2
16147001,160,Entire home/apt,Williamsburg,2
16147304,699,Private room,Midtown,0
16163672,100,Private room,Upper East Side,2
16170544,60,Entire home/apt,Chelsea,3
16353458,150,Entire home/apt,Greenpoint,2
16442395,400,Entire home/apt,Midtown,2
16518787,550,Entire home/apt,Chinatown,2
16534337,85,Private room,Williamsburg,2
16659337,220,Entire home/apt,Boerum Hill,0
17070798,85,Entire home/apt,Sunnyside,2
17251611,40,Private room,Astoria,2
17294950,80,Private room,Bushwick,3
17464043,175,Shared room,Williamsburg,2
17716225,50,Private room,Prospect-Lefferts Gardens,2
17729625,145,Entire home/apt,Bushwick,0
17766580,150,Entire home/apt,Lower East Side,2
17812444,185,Entire home/apt,West Village,2
18039329,208,Entire home/apt,Lower East Side,2
18074899,499,Entire home/apt,Hell's Kitchen,0
18210425,64,Private room,Boerum Hill,2
18331925,110,Entire home/apt,Kensington,2
18508209,42,Private room,Schuylerville,1
18542490,171,Entire home/apt,Crown Heights,0
18601353,48,Private room,Kensington,3
18751261,225,Entire home/apt,Greenpoint,2
18809063,85,Entire home/apt,Crown Heights,2
18841864,120,Entire home/apt,Clinton Hill,2
19116128,105,Private room,Greenpoint,2
19176790,65,Private room,Harlem,2
19195474,240,Entire home/apt,Fort Greene,2
19364229,100,Private room,Chelsea,2
19446302,45,Private room,Flatbush,2
19450906,126,Entire home/apt,Clinton Hill,2
19501242,54,Private room,Upper West Side,2
19568889,77,Private room,Harlem,2
19603487,45,Private room,Harlem,2
19674542,50,Private room,Crown Heights,2
19730080,40,Private room,Bushwick,2
20275223,49,Private room,Flatlands,1
20480983,69,Entire home/apt,Concourse,3
20871641,150,Entire home/apt,Upper East Side,2
20898140,55,Private room,Long Island City,2
21005576,135,Private room,Upper West Side,0
21081721,80,Private room,Lower East Side,2
21174008,225,Entire home/apt,West Village,2
21214554,90,Private room,Ridgewood,2
21428791,200,Private room,East Village,2
21473222,109,Entire home/apt,Williamsburg,2
21587326,200,Entire home/apt,Upper East Side,0
21698534,120,Private room,Williamsburg,2
21751524,150,Entire home/apt,Upper East Side,2
21797359,130,Entire home/apt,Fort Hamilton,0
21803004,99,Private room,Theater District,2
21863411,150,Entire home/apt,Lower East Side,2
21898686,185,Entire home/apt,Boerum Hill,2
22066635,230,Entire home/apt,Williamsburg,2
22078370,400,Entire home/apt,West Village,2
22105065,175,Entire home/apt,Greenpoint,2
22142636,150,Entire home/apt,East Harlem,0
22160718,90,Private room,Williamsburg,2
22176782,40,Private room,Bushwick,2
22336899,102,Entire home/apt,Clinton Hill,2
22343909,110,Entire home/apt,Bedford-Stuyvesant,2
22436168,32,Private room,Crown Heights,2
22563782,150,Private room,Greenpoint,2
22587700,100,Private room,Williamsburg,2
22761054,120,Entire home/apt,Midtown,0
22778341,40,Private room,Woodside,2
22972832,150,Entire home/apt,Flushing,1
22983227,100,Entire home/apt,Flatbush,2
23111211,112,Private room,Flatiron District,2
23142074,76,Entire home/apt,Flatbush,2
23201228,159,Entire home/apt,Greenwich Village,2
23203929,159,Private room,Upper West Side,0
23355877,85,Private room,Elmhurst,2
23487824,175,Entire home/apt,Brighton Beach,1
24186601,145,Entire home/apt,Upper East Side,0
24265209,150,Entire home/apt,Upper East Side,2
24360537,118,Entire home/apt,Upper East Side,2
24537187,145,Entire home/apt,Financial District,0
24626621,99,Private room,Crown Heights,0
24942474,41,Private room,Bushwick,2
24968131,50,Private room,Sunnyside,2
24993467,415,Entire home/apt,Williamsburg,2
25158455,195,Entire home/apt,Park Slope,2
25209144,90,Private room,Harlem,2
25370919,175,Entire home/apt,Boerum Hill,2
25673527,110,Entire home/apt,Gramercy,2
25752683,199,Entire home/apt,Chelsea,2
25813279,60,Shared room,Upper West Side,0
26078971,45,Private room,Long Island City,2
26153609,42,Private room,Jackson Heights,2
26518547,80,Private room,Clason Point,1
26540634,200,Entire home/apt,Williamsburg,2
26587430,135,Entire home/apt,Columbia St,2
26690336,39,Private room,Sunnyside,2
26781602,174,Entire home/apt,East Village,2
26837669,120,Entire home/apt,Cypress Hills,1
26947587,125,Private room,Harlem,2
26996466,60,Private room,Bushwick,2
27029508,250,Entire home/apt,East Flatbush,0
27096053,290,Private room,Coney Island,0
27160398,49,Private room,Harlem,0
27163003,60,Private room,Bedford-Stuyvesant,2
27285058,45,Private room,Ridgewood,0
27546818,450,Entire home/apt,Flushing,1
27580328,195,Entire home/apt,Hell's Kitchen,0
27703666,120,Entire home/apt,Bayside,1
27732981,89,Private room,Long Island City,2
27782948,66,Private room,Williamsburg,2
27788038,49,Shared room,East Harlem,2
27876346,200,Entire home/apt,Crown Heights,2
27952988,75,Private room,Carroll Gardens,2
27964166,269,Entire home/apt,Hell's Kitchen,0
28137345,140,Private room,Elmhurst,2
28310943,350,Entire home/apt,Hell's Kitchen,2
28333941,175,Private room,Crown Heights,2
28637001,145,Private room,Hell's Kitchen,0
28739729,65,Shared room,East Harlem,2
29124172,49,Private room,Jackson Heights,2
29460026,68,Private room,Bedford-Stuyvesant,0
29518915,55,Private room,Bedford-Stuyvesant,0
29640481,200,Entire home/apt,Hell's Kitchen,0
29653011,30,Shared room,Bedford-Stuyvesant,2
29774846,160,Entire home/apt,West Village,2
29776209,75,Private room,Harlem,2
29797672,125,Private room,East Harlem,0
29826781,175,Entire home/apt,Little Italy,0
29869390,30,Shared room,Corona,1
30037339,250,Entire home/apt,Sheepshead Bay,0
30048135,100,Entire home/apt,Brooklyn Heights,0
30065616,50,Private room,Bushwick,2
30158174,200,Entire home/apt,Williamsburg,2
30199622,90,Private room,Midtown,2
30226880,99,Private room,East Harlem,0
30269789,65,Private room,Inwood,2
30355292,32,Shared room,Lower East Side,0
30378844,42,Private room,Bedford-Stuyvesant,0
30393882,184,Entire home/apt,Financial District,0
30399838,750,Entire home/apt,Upper West Side,2
30435663,200,Entire home/apt,Kips Bay,2
30438271,95,Private room,Upper West Side,2
30438997,125,Entire home/apt,Bushwick,0
30476053,90,Entire home/apt,Flatbush,2
30819021,150,Entire home/apt,Murray Hill,2
30825043,30,Private room,Crown Heights,0
30937750,241,Entire home/apt,Murray Hill,2
30938864,60,Private room,Astoria,2
31057603,69,Entire home/apt,Bedford-Stuyvesant,2
31094549,90,Entire home/apt,Bedford-Stuyvesant,2
31169765,99,Entire home/apt,Windsor Terrace,2
31309714,140,Private room,Hell's Kitchen,2
31315385,199,Entire home/apt,Gramercy,2
31360817,90,Private room,Fort Hamilton,2
31444634,400,Entire home/apt,Williamsburg,0
31673405,200,Entire home/apt,Crown Heights,2
31877856,60,Private room,Upper West Side,0
31881525,57,Private room,Bedford-Stuyvesant,2
31979292,200,Entire home/apt,Rockaway Beach,1
31979408,60,Private room,Harlem,0
32036785,33,Private room,Sunnyside,2
32109093,220,Entire home/apt,Greenwich Village,2
32207088,60,Private room,Astoria,0
32358099,40,Private room,Bushwick,2
32358780,40,Private room,Bushwick,2
32748003,85,Entire home/apt,Flushing,1
32792015,59,Private room,Fordham,1
32864955,325,Entire home/apt,Upper West Side,0
32875637,400,Entire home/apt,Williamsburg,0
33034799,143,Entire home/apt,Carroll Gardens,0
33227584,74,Private room,Gowanus,2
33505047,70,Private room,Harlem,2
33528090,260,Entire home/apt,Chelsea,0
33531011,72,Private room,Bushwick,0
33574976,115,Entire home/apt,Grymes Hill,0
33711735,229,Entire home/apt,Financial District,0
33798718,199,Entire home/apt,Hell's Kitchen,0
33825679,265,Entire home/apt,Williamsburg,2
33853889,35,Private room,Washington Heights,2
33970585,40,Private room,Upper West Side,2
33973347,90,Private room,East Harlem,2
34207544,149,Private room,Chelsea,0
34329708,200,Entire home/apt,Greenpoint,2
34384911,305,Entire home/apt,Tribeca,0
34420814,60,Private room,Bedford-Stuyvesant,2
34492605,400,Entire home/apt,South Ozone Park,1
34785509,50,Private room,Harlem,2
34834383,200,Entire home/apt,Midtown,0
35028223,200,Entire home/apt,East Harlem,0
35097415,150,Entire home/apt,Glendale,1
35144255,585,Entire home/apt,Lower East Side,2
35155176,500,Entire home/apt,Williamsburg,0
35197281,250,Entire home/apt,Greenwich Village,2
35223189,260,Entire home/apt,Crown Heights,0
35280902,130,Entire home/apt,Financial District,0
35315865,250,Entire home/apt,Gramercy,2
35344126,60,Private room,Bedford-Stuyvesant,2
35413859,250,Entire home/apt,Hell's Kitchen,0
35464448,300,Entire home/apt,Hell's Kitchen,2
35643772,90,Entire home/apt,Flatbush,2
35653330,230,Entire home/apt,Bushwick,0
35682527,51,Private room,Harlem,2
35896695,45,Private room,Bedford-Stuyvesant,2
35945256,128,Entire home/apt,Jamaica,1
35965985,44,Entire home/apt,Bedford-Stuyvesant,2
36031639,50,Private room,Crown Heights,2
36100102,175,Entire home/apt,East Harlem,0
36115183,55,Entire home/apt,Pelham Bay,1
36319687,188,Entire home/apt,Upper East Side,0
36351985,80,Entire home/apt,Ridgewood,2
36409903,50,Private room,Cambria Heights,1
36437317,49,Private room,Astoria,0
36475746,35,Private room,Harlem,2
472546,82,Entire home/apt,Bushwick,0
476570,89,Entire home/apt,East Village,2
683821,55,Private room,Harlem,2
714939,495,Entire home/apt,West Village,2
718761,146,Private room,Williamsburg,2
773993,85,Private room,Upper East Side,3
855206,99,Private room,East Village,2
872210,200,Private room,East Village,2
1019360,120,Entire home/apt,Williamsburg,2
1061337,70,Private room,Crown Heights,2
1151582,115,Private room,Upper East Side,2
1177971,80,Shared room,Midtown,0
1205103,150,Entire home/apt,Fort Greene,3
1264663,350,Entire home/apt,Prospect-Lefferts Gardens,0
1290208,80,Entire home/apt,Lower East Side,2
1492286,80,Private room,SoHo,0
1570204,199,Entire home/apt,East Village,0
1651595,110,Entire home/apt,Jackson Heights,1
1911333,45,Private room,Bedford-Stuyvesant,0
2060720,106,Entire home/apt,Midtown,2
2082694,700,Entire home/apt,Williamsburg,2
2231296,119,Private room,Greenwich Village,3
2376206,100,Entire home/apt,Hell's Kitchen,2
2600199,100,Entire home/apt,Williamsburg,0
2651810,80,Entire home/apt,Maspeth,2
2714699,159,Entire home/apt,Greenpoint,0
3278631,130,Private room,East Harlem,2
3404873,39,Private room,Washington Heights,2
3465651,56,Private room,Eltingville,3
3580577,100,Entire home/apt,Sunset Park,2
3792246,49,Private room,Ridgewood,2
3912794,75,Private room,South Slope,0
3946018,189,Entire home/apt,Theater District,2
3958460,100,Private room,Upper West Side,3
3970724,200,Entire home/apt,Crown Heights,2
4031809,16,Private room,Washington Heights,2
4127524,200,Entire home/apt,Long Island City,2
4172947,95,Entire home/apt,Bedford-Stuyvesant,2
4199411,350,Entire home/apt,East Village,2
4261951,225,Entire home/apt,Hell's Kitchen,2
4369737,160,Entire home/apt,Upper West Side,2
4588273,225,Entire home/apt,Upper West Side,0
4677056,385,Entire home/apt,SoHo,0
4699963,100,Entire home/apt,Prospect-Lefferts Gardens,2
4720326,170,Entire home/apt,Kips Bay,2
4730371,33,Private room,Bushwick,2
4753639,90,Private room,Harlem,0
5144689,117,Entire home/apt,Harlem,3
5164045,65,Private room,Bedford-Stuyvesant,2
5183502,100,Private room,Williamsburg,2
5205171,96,Private room,Williamsburg,3
5545560,250,Private room,Upper West Side,2
5672288,100,Entire home/apt,Williamsburg,2
5695523,100,Entire home/apt,Bedford-Stuyvesant,3
5736925,140,Entire home/apt,Park Slope,3
6149507,157,Entire home/apt,Williamsburg,2
6185426,90,Entire home/apt,Williamsburg,0
6326681,185,Entire home/apt,East Village,0
6375331,130,Entire home/apt,East Village,2
6416714,85,Private room,Williamsburg,2
6494256,85,Private room,Elmhurst,3
6534409,340,Entire home/apt,Midtown,2
6559615,70,Private room,Bay Ridge,0
6570517,75,Private room,Harlem,2
6601120,165,Entire home/apt,Williamsburg,2
6611557,300,Entire home/apt,Bushwick,0
6747106,105,Entire home/apt,Morningside Heights,2
6847053,82,Private room,Morningside Heights,2
6913773,47,Private room,Bushwick,2
6993265,375,Entire home/apt,Williamsburg,2
7059663,160,Entire home/apt,Upper East Side,0
7482792,105,Entire home/apt,Crown Heights,2
7664263,130,Entire home/apt,Harlem,2
7915525,85,Private room,Clinton Hill,2
7931180,150,Private room,Bedford-Stuyvesant,2
8173559,70,Private room,Sunset Park,0
8226137,225,Entire home/apt,Upper West Side,2
8800003,95,Entire home/apt,Harlem,2
8863320,115,Private room,Prospect Heights,0
8869998,166,Private room,Williamsburg,2
8942360,65,Private room,Bedford-Stuyvesant,2
9096478,85,Private room,Harlem,2
9117817,149,Entire home/apt,Bedford-Stuyvesant,0
9128491,60,Private room,Crown Heights,2
9232861,132,Entire home/apt,Midtown,0
9292072,215,Entire home/apt,Upper East Side,2
9349010,104,Entire home/apt,Upper West Side,0
9434432,125,Entire home/apt,Kips Bay,2
9464543,98,Private room,Chelsea,2
9492069,250,Entire home/apt,Financial District,2
9513511,85,Private room,Allerton,1
9696653,108,Entire home/apt,Greenwich Village,3
9750406,72,Entire home/apt,Bushwick,2
9820053,195,Entire home/apt,SoHo,2
9919518,55,Private room,Prospect-Lefferts Gardens,2
9968402,130,Entire home/apt,Battery Park City,2
9971730,200,Entire home/apt,West Village,2
9998154,129,Private room,East Village,2
10089333,150,Entire home/apt,Upper East Side,2
10405711,60,Shared room,Williamsburg,2
10681986,100,Private room,Washington Heights,2
10883053,195,Entire home/apt,Upper East Side,3
11097962,110,Entire home/apt,East Harlem,3
11372330,177,Entire home/apt,Harlem,3
11439224,200,Private room,Kips Bay,2
11652262,150,Entire home/apt,Williamsburg,2
11818137,43,Private room,Elmhurst,3
11827037,65,Private room,Prospect-Lefferts Gardens,2
11863468,142,Entire home/apt,Chelsea,0
12005318,70,Private room,Kips Bay,2
12092786,81,Entire home/apt,Sheepshead Bay,2
12269953,50,Private room,Bushwick,2
12274916,250,Entire home/apt,Upper East Side,0
12450591,500,Entire home/apt,Upper West Side,2
12554945,53,Private room,Harlem,2
12845862,100,Private room,Upper East Side,2
12883073,128,Entire home/apt,East Village,0
12902467,150,Entire home/apt,East Village,2
12916955,500,Entire home/apt,Bedford-Stuyvesant,2
13154343,225,Entire home/apt,Hell's Kitchen,2
13234352,199,Entire home/apt,Upper East Side,2
13295693,51,Private room,Sheepshead Bay,2
13408765,70,Private room,East Harlem,2
13453271,120,Private room,Upper West Side,0
13489132,175,Entire home/apt,Williamsburg,2
13540829,79,Entire home/apt,Astoria,2
13623618,80,Private room,Long Island City,2
13771957,55,Private room,Washington Heights,2
13923165,40,Private room,Washington Heights,2
13993046,40,Private room,Washington Heights,2
13997894,85,Entire home/apt,Corona,1
14088971,119,Entire home/apt,Sunset Park,2
14231719,200,Entire home/apt,Upper East Side,0
14365130,109,Entire home/apt,Kips Bay,0
14555269,95,Private room,Lower East Side,2
14655004,300,Shared room,Inwood,0
14710763,145,Entire home/apt,Bedford-Stuyvesant,3
14800184,67,Private room,Bedford-Stuyvesant,3
15133721,59,Private room,Forest Hills,1
15218066,799,Private room,Midtown,0
15357493,150,Private room,Flatbush,2
15477385,140,Entire home/apt,Bedford-Stuyvesant,2
15521674,65,Shared room,Nolita,2
15620833,185,Entire home/apt,Upper West Side,3
15875061,159,Entire home/apt,Windsor Terrace,2
16226427,55,Private room,Williamsburg,2
16283830,225,Entire home/apt,Lower East Side,2
16309452,95,Private room,Hell's Kitchen,2
16310798,799,Private room,Midtown,0
16367064,100,Private room,Chinatown,2
16395800,99,Private room,Lower East Side,2
16415297,65,Private room,Upper East Side,2
16479076,35,Private room,Washington Heights,2
16586785,100,Entire home/apt,Williamsburg,2
16616522,180,Entire home/apt,East Harlem,2
16741935,210,Private room,Financial District,0
17420345,50,Private room,East Flatbush,2
17587000,65,Private room,Jamaica,3
17629651,105,Entire home/apt,Flatbush,2
17728927,199,Entire home/apt,Upper West Side,2
17765841,229,Entire home/apt,Flushing,1
17866018,60,Private room,Bushwick,2
17866302,75,Private room,Harlem,0
18004987,120,Entire home/apt,Bushwick,3
18239876,100,Entire home/apt,Washington Heights,0
18372104,220,Entire home/apt,Upper West Side,0
18425988,96,Entire home/apt,Gramercy,2
18504151,205,Private room,Financial District,0
18669496,50,Private room,Stapleton,2
18877341,100,Entire home/apt,Bushwick,2
18897901,55,Private room,Kingsbridge,1
18960496,158,Entire home/apt,Midtown,3
18988814,350,Entire home/apt,Windsor Terrace,2
19057619,36,Private room,Inwood,2
19126369,62,Private room,Greenpoint,2
19197983,69,Private room,Astoria,2
19227222,77,Private room,Harlem,2
19308199,80,Private room,Williamsburg,2
19329734,325,Entire home/apt,Kips Bay,3
19356518,130,Entire home/apt,Bedford-Stuyvesant,2
19410331,160,Entire home/apt,Carroll Gardens,2
19801310,60,Private room,Roosevelt Island,2
19860469,80,Private room,Williamsburg,2
19910666,176,Entire home/apt,Hell's Kitchen,2
19943797,88,Entire home/apt,Crown Heights,2
19981671,84,Private room,Long Island City,0
20085006,249,Entire home/apt,East New York,1
20188527,75,Private room,Ditmars Steinway,2
20203086,90,Entire home/apt,Prospect-Lefferts Gardens,2
20231046,157,Entire home/apt,Bushwick,3
20300137,140,Entire home/apt,East Village,2
20575645,250,Entire home/apt,Whitestone,1
20688793,178,Entire home/apt,Financial District,0
20689498,230,Entire home/apt,Park Slope,0
20955226,50,Private room,Roosevelt Island,2
21020862,60,Private room,Williamsbridge,1
21108399,158,Entire home/apt,Williamsburg,0
21192364,150,Entire home/apt,Murray Hill,0
21192430,195,Entire home/apt,Murray Hill,0
21206529,180,Private room,Williamsburg,2
21288895,350,Entire home/apt,Williamsburg,0
21305248,200,Entire home/apt,Hell's Kitchen,3
21343957,125,Private room,Greenwich Village,2
21467493,120,Private room,Williamsburg,2
21528920,39,Private room,Flatbush,2
21578513,31,Private room,Bedford-Stuyvesant,2
21664152,110,Entire home/apt,Bedford-Stuyvesant,0
21682816,120,Private room,Chelsea,2
21729245,70,Entire home/apt,Astoria,2
21751907,40,Private room,Sunset Park,2
21782140,80,Entire home/apt,Bedford-Stuyvesant,2
21784437,65,Private room,Bedford-Stuyvesant,2
21850834,200,Entire home/apt,Arverne,1
21865637,68,Private room,Far Rockaway,1
21885677,200,Entire home/apt,Midtown,0
21895071,70,Private room,Crown Heights,2
22059613,50,Private room,Bushwick,2
22064262,150,Entire home/apt,Murray Hill,0
22078678,100,Private room,East Elmhurst,1
22237320,35,Shared room,Bedford-Stuyvesant,0
22237930,40,Private room,Bushwick,2
22242334,69,Entire home/apt,Prospect-Lefferts Gardens,2
22278896,110,Entire home/apt,Red Hook,2
22305797,200,Private room,Norwood,1
22325453,150,Private room,Harlem,2
22436287,108,Entire home/apt,Clinton Hill,2
22668695,125,Private room,West Village,2
23024656,120,Entire home/apt,Harlem,2
23214720,150,Entire home/apt,Upper West Side,2
23334645,127,Entire home/apt,Lower East Side,2
23539037,68,Private room,Flatbush,3
23691588,32,Shared room,Bedford-Stuyvesant,0
23906042,190,Entire home/apt,Morris Park,1
23918528,64,Private room,Upper West Side,2
24036655,70,Entire home/apt,Fort Hamilton,2
24251237,159,Entire home/apt,Greenwich Village,2
24358619,90,Entire home/apt,Upper West Side,2
24408535,545,Entire home/apt,East Village,0
24700984,115,Entire home/apt,Bedford-Stuyvesant,2
25017424,85,Private room,Cypress Hills,1
25129958,130,Entire home/apt,Harlem,0
25157541,190,Entire home/apt,Glendale,2
25264902,70,Private room,Sunnyside,0
25374003,110,Private room,Ditmars Steinway,2
25395740,175,Entire home/apt,West Village,2
25545177,100,Private room,Ridgewood,2
25587783,150,Private room,Bushwick,2
25588085,159,Entire home/apt,Crown Heights,2
25616250,75,Entire home/apt,Flatbush,2
25838923,122,Private room,Chinatown,2
26080154,66,Private room,Jamaica,1
26450173,80,Private room,Ridgewood,2
26565864,199,Entire home/apt,East Village,2
26669041,25,Shared room,East New York,1
26693195,65,Private room,Bushwick,2
26734288,30,Shared room,Bedford-Stuyvesant,2
26788754,60,Private room,Bedford-Stuyvesant,0
26993437,225,Private room,Williamsburg,2
27086130,95,Entire home/apt,Edenwald,1
27139915,40,Shared room,Sunnyside,0
