listing_id,host_id,neighbourhood_id,room_type_id,date_id,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
23372015,17314413,30250,2,226,120,4,10,0.6,1,4
23372850,11844979,30251,2,3,2000,1,0,0.0,4,177
23373090,11844979,30252,2,3,2500,1,0,0.0,4,140
23373453,23089194,30253,1,50,69,5,6,0.51,1,0
23374229,36291511,30254,1,674,98,1,19,1.25,1,0
23375014,41354164,30255,1,3,100,2,0,0.0,1,0
23375874,38386349,30256,2,394,117,1,4,0.24,1,0
23376196,3806282,30257,2,19,115,2,39,2.41,1,90
23376943,77938412,30258,1,1751,45,5,1,0.06,1,0
23377365,11274299,30259,1,1252,149,2,5,0.3,2,0
23377410,18128455,30260,2,552,8500,30,2,0.18,1,251
23377429,63098538,30261,2,3,175,7,0,0.0,1,0
23377713,54241,30262,1,3,80,21,0,0.0,1,0
23377720,96686669,30263,2,674,125,1,16,0.98,1,0
23377781,174255459,30264,2,66,125,2,24,1.63,1,188
23377961,174261493,30265,1,72,99,2,31,1.9,2,0
23378076,174263749,30266,1,557,115,6,2,0.22,3,90
23378120,1670486,30267,2,3,96,4,0,0.0,1,0
23378281,160721088,30268,1,353,150,5,1,0.39,1,0
23378803,51369575,30269,1,1607,67,3,7,0.43,1,0
23378815,20869217,30270,2,52,225,2,32,2.31,1,56
23378828,133536506,30271,1,3,36,1,0,0.0,1,0
23379996,35475017,30272,1,66,62,4,7,0.43,1,0
23380590,164519659,30273,1,756,35,1,6,0.37,1,0
23381157,12780119,30274,2,269,175,6,2,0.13,1,67
23385738,170263842,30275,3,3,32,14,0,0.0,4,341
23385746,7718759,30276,1,104,39,1,26,1.62,2,10
23387463,24738447,30277,1,991,60,2,5,0.31,1,0
23388053,6542295,30278,1,49,110,3,71,4.39,2,37
23389451,9041817,30279,1,860,47,1,1,0.06,1,0
23389897,60521448,30280,1,3,59,5,0,0.0,2,67
23392375,23625464,30281,1,694,30,3,1,0.09,1,0
23393043,59089906,30282,2,4,139,3,21,1.49,1,344
23394849,157967816,30283,1,85,70,1,42,2.5,3,15
23400115,50297669,30284,2,269,110,3,4,0.25,1,0
23402559,4057381,30285,1,104,81,5,24,1.48,1,164
23404901,24715521,30286,1,948,85,2,2,0.12,1,0
23412268,174584122,30287,2,79,68,3,64,3.92,1,13
23413509,152877297,30288,2,34,95,2,50,3.13,1,54
23416448,14079322,30289,1,540,80,2,2,0.17,1,0
23416536,151080327,30290,2,11,409,3,52,3.15,1,106
23417242,174628863,30291,1,184,60,2,3,0.18,1,0
23417781,35606642,30292,2,3,400,1,0,0.0,1,0
23421363,60133196,30293,1,3,80,3,0,0.0,1,0
23425584,31825530,30294,2,97,66,5,8,0.48,1,0
23427160,19400984,30295,2,517,200,6,3,0.27,1,1
23429074,123741063,30296,1,3,50,1,0,0.0,1,0
23429109,97168718,30297,1,10,95,5,20,1.42,2,104
23429757,41105459,30298,3,1616,29,1,3,0.18,1,0
23430085,75003580,30299,1,3,60,4,0,0.0,1,22
23431200,4066645,30300,2,3,90,4,0,0.0,1,0
23432542,56283770,30301,2,31,240,30,2,0.14,6,156
23433516,174785774,30302,2,62,162,2,3,0.24,1,0
23433518,124860677,30303,1,60,46,2,26,1.65,6,180
23433585,174786681,30304,1,12,31,7,3,0.19,1,357
23433996,20488196,30305,1,88,100,2,21,1.86,1,32
23434675,21593637,30306,2,23,159,3,12,0.78,2,285
23434788,56636906,30307,1,3,50,2,0,0.0,1,0
23435040,57292550,30308,2,1130,70,2,1,0.06,1,0
23435615,125431405,30309,1,1305,35,1,1,0.07,1,0
23435772,14235061,30310,1,35,59,2,10,0.62,1,27
23435916,174780742,30311,2,72,150,2,13,0.94,1,282
23436140,172189639,30312,1,23,80,1,4,0.28,2,78
23436576,174816758,30313,2,35,200,3,81,5.8,1,189
23437204,347953,30314,2,117,225,6,22,1.36,1,17
23437788,56283770,30315,2,402,225,30,1,0.09,6,240
23437793,11581619,30316,2,40,100,2,45,2.89,1,269
23438247,174838471,30317,1,88,96,3,38,2.31,1,25
23439376,140057330,30318,1,68,60,1,22,1.37,7,73
23439529,140057330,30319,1,64,60,1,14,0.88,7,64
23449499,7886822,30320,2,3,300,5,0,0.0,1,0
23449907,2148510,30321,2,52,145,29,18,1.13,1,155
23450331,14383640,30322,1,3,335,4,0,0.0,1,365
23450541,9494593,30323,1,760,75,2,4,0.29,1,0
23450601,22820185,30324,1,8,80,1,14,0.87,1,2
23451100,6950113,30325,2,27,155,1,16,1.04,1,14
23451337,83786650,30326,2,130,100,30,5,0.34,8,229
23451817,17487184,30327,2,3,150,6,0,0.0,1,0
23452076,3075944,30328,2,87,120,2,89,5.59,1,35
23452435,35065193,30329,2,351,225,2,8,0.48,1,209
23453013,2416454,30330,2,694,175,3,4,0.26,1,0
23454165,174986751,30331,1,48,75,3,21,1.47,3,138
23454631,174263749,30332,1,23,89,6,5,0.31,3,90
23455106,33395500,30333,1,3,55,15,0,0.0,1,0
23455982,4781753,30334,1,3,100,7,0,0.0,1,0
23456596,28907641,30335,1,15,60,1,112,7.55,2,84
23456621,175019394,30336,1,125,60,1,83,5.11,6,171
23461056,11262267,30337,3,3,77,1,0,0.0,1,350
23462240,118086005,30338,1,3,50,1,0,0.0,1,0
23462813,175082875,30339,2,10,250,2,81,4.89,1,213
23463017,9241743,30340,1,1433,80,4,1,0.06,1,365
23464662,175103962,30341,1,11,43,1,58,3.65,6,152
23464702,3656871,30342,1,954,99,3,3,0.19,1,0
23465208,175103962,30343,1,174,43,1,35,2.15,6,155
23465498,175103962,30344,1,50,43,1,33,2.04,6,170
23465912,175116422,30345,2,104,60,3,81,5.09,3,272
23466034,28316764,30346,1,1724,52,2,4,0.24,1,0
23466099,18458368,30347,2,1179,110,1,38,2.31,1,0
23466335,10466854,30348,1,650,60,2,16,1.0,1,363
23466360,111782745,30349,3,597,26,2,8,0.48,2,0
23466594,124860677,30350,1,88,46,2,22,1.36,6,180
23467126,15651637,30351,2,87,200,3,29,3.33,1,50
23467186,148945774,30352,2,545,150,5,13,0.8,1,0
23468785,19043062,30353,1,14,80,4,34,2.24,2,20
23469535,175152359,30354,1,11,65,2,2,0.13,2,135
23469548,39147880,30355,2,123,130,4,17,1.1,1,0
23470849,22188,30356,1,130,90,3,2,0.63,2,339
23470928,175180318,30357,3,40,75,1,69,4.21,6,167
23476922,23193,30358,1,88,40,3,3,0.18,4,89
23477827,24555919,30359,1,3,47,3,0,0.0,1,0
23478580,9287155,30360,2,79,450,30,16,0.98,1,145
23479042,4243971,30361,2,4,150,2,68,4.27,2,32
23480048,64076428,30362,2,473,110,3,7,0.42,1,38
23480510,39607598,30363,1,99,101,1,5,0.34,1,90
23481234,175289458,30364,2,8,135,2,68,4.27,1,89
23482476,15562068,30365,1,15,55,1,18,1.11,1,19
23483134,175311339,30366,1,15,51,2,60,3.93,5,125
23483266,175311339,30367,1,48,39,2,59,3.7,5,157
23483467,175311339,30368,1,18,37,2,66,4.06,5,150
23483525,175311339,30369,1,99,37,2,34,2.07,5,126
23483570,175311339,30370,1,339,37,2,32,1.96,5,126
23484236,3552711,30371,1,10,75,2,85,5.56,2,349
23484328,6047516,30372,1,3,25,1,0,0.0,1,0
23485307,170477315,30373,2,40,130,2,77,4.7,1,85
23485972,24501817,30374,2,15,479,1,52,3.24,1,3
23486333,3726127,30375,1,3,150,4,0,0.0,1,0
23486966,42078872,30376,1,29,89,1,42,2.57,1,5
23487775,90334552,30377,2,3,220,1,0,0.0,1,0
23487824,175372759,30378,2,32,175,3,21,1.3,1,160
23488012,8335684,30379,1,1306,36,1,1,0.07,3,0
23488098,41326856,30380,1,17,49,1,3,0.19,5,35
23488488,166262295,30381,2,3,135,30,0,0.0,2,159
23489726,9864136,30382,2,98,84,30,7,0.44,26,156
23495421,149579965,30383,1,18,60,2,35,2.17,1,205
23496215,175448639,30384,2,40,170,4,47,3.09,1,320
23497936,154955520,30385,2,29,126,3,52,3.27,1,35
23500071,84503565,30386,1,85,100,1,2,0.13,2,20
23501343,175497286,30387,1,346,55,1,2,0.13,1,341
23502842,34777741,30388,2,19,159,2,10,0.7,1,17
23504940,153189324,30389,1,309,90,2,16,1.0,2,20
23505465,77925223,30390,2,17,90,2,41,2.75,1,0
23505645,158540605,30391,1,15,30,2,57,3.54,6,254
23506770,5977578,30392,2,191,325,4,3,0.27,2,98
23507660,12009770,30393,2,3,250,5,0,0.0,1,0
23508191,174951212,30394,2,3,550,2,0,0.0,1,0
23508567,13956097,30395,1,10,70,3,2,0.32,1,223
23513769,175583687,30396,1,78,80,2,32,2.07,3,17
23514583,19043062,30397,2,19,150,4,21,1.46,2,5
23514938,175583687,30398,1,38,80,2,29,1.81,3,17
23514988,170271533,30399,1,40,83,1,75,4.57,1,44
23515323,1687425,30400,1,3,80,2,0,0.0,1,0
23516943,174511839,30401,3,210,50,1,25,1.56,1,5
23516999,7138515,30402,1,3,60,3,0,0.0,1,0
23517220,27921386,30403,1,1125,40,1,14,0.9,1,0
23519107,4089511,30404,2,350,165,7,2,0.17,2,105
23520803,16110255,30405,2,40,130,7,11,1.3,1,1
23520855,23667219,30406,1,545,65,25,6,0.42,2,0
23521858,51282128,30407,1,134,50,10,4,0.25,1,0
23523123,112843970,30408,2,19,60,3,61,3.73,2,127
23524819,15919854,30409,1,856,42,5,1,0.07,1,0
23525066,45239300,30410,2,4,158,1,46,2.88,1,106
23527260,39538634,30411,2,3,174,2,0,0.0,1,0
23527821,6073169,30412,2,39,65,2,15,1.02,1,27
23528303,6270663,30413,2,1230,380,4,2,0.14,1,0
23528984,37541532,30414,2,86,110,1,59,3.7,1,248
23529395,175778475,30415,2,15,145,2,66,4.85,1,158
23535132,35506555,30416,1,674,77,2,6,0.38,2,89
23535279,35506555,30417,1,1228,99,2,8,0.53,2,179
23536265,159598333,30418,1,444,89,3,7,0.68,5,213
23537317,51368588,30419,1,6,98,5,30,1.97,2,23
23538486,107434423,30420,2,292,305,30,1,0.17,232,326
23538694,175180318,30421,3,19,75,1,53,3.25,6,172
23538841,175180318,30422,3,254,70,1,50,3.07,6,362
23539037,173362161,30423,1,6,68,2,69,4.26,6,196
23540194,67176930,30424,2,52,450,3,2,0.17,1,99
23541020,53597648,30425,1,66,40,1,2,0.22,1,0
23541451,5047156,30426,2,14,75,6,30,1.84,1,0
23542115,4265419,30427,1,3,50,1,0,0.0,1,0
23544438,175900532,30428,2,18,200,3,21,1.46,1,124
23544588,30672354,30429,2,596,290,5,4,0.24,2,69
23545346,168429942,30430,1,18,50,3,18,1.16,2,326
23545793,163621622,30431,2,8,175,2,50,3.18,1,173
23546631,174805880,30432,2,216,125,3,25,1.57,1,348
23548260,52751563,30433,2,72,96,1,32,2.03,1,2
23549904,24475565,30434,2,49,250,2,38,2.65,1,322
23554330,7951200,30435,2,204,135,12,4,0.28,1,171
23556041,58114733,30436,2,78,140,6,3,0.19,1,0
23557996,16400151,30437,1,1616,45,2,10,0.61,1,0
23559016,173021064,30438,1,1004,75,2,2,0.13,2,7
23559210,176038984,30439,2,859,220,4,17,1.06,1,208
23560164,38202756,30440,2,1616,186,3,4,0.24,1,0
23560187,57549945,30441,1,125,70,2,23,1.58,1,53
23561980,2447827,30442,2,40,175,7,12,1.01,1,2
23563112,23891395,30443,1,680,55,2,5,0.31,1,0
23565616,40078965,30444,2,104,95,5,29,1.81,1,120
23565653,3206715,30445,1,945,640,3,3,0.2,1,18
23565676,161899037,30446,2,18,278,2,31,2.12,7,68
23565947,3163859,30447,2,98,125,2,8,0.5,1,176
23566549,139935139,30448,2,51,150,2,12,0.8,1,0
23568057,65171233,30449,1,4,65,3,31,2.21,2,41
23572577,20302754,30450,1,54,43,1,12,0.76,2,47
23573326,104475208,30451,3,3,250,3,0,0.0,1,365
23573383,3074904,30452,2,27,285,1,5,0.39,4,3
23574142,176185168,30453,1,1125,65,1,119,7.79,1,0
23574875,176191548,30454,2,329,85,1,2,0.12,1,188
23575012,170032114,30455,1,69,120,7,2,0.19,1,31
23575358,165135574,30456,2,18,165,6,10,0.65,1,43
23576132,26953965,30457,1,252,39,7,4,0.45,1,0
23576986,51037916,30458,1,3,39,5,0,0.0,1,0
23578232,6503950,30459,1,98,40,1,12,0.74,2,0
23579457,17477908,30460,2,1582,250,30,3,0.19,10,338
23580002,176245949,30461,2,87,140,2,59,3.68,1,77
23580147,66865625,30462,1,644,60,2,12,0.73,1,0
23581183,52763343,30463,2,3,250,4,0,0.0,1,0
23582263,58113598,30464,2,3,200,3,0,0.0,1,0
23582566,109327526,30465,2,35,135,2,57,3.52,1,0
23582823,4436365,30466,2,39,120,3,2,1.5,1,180
23583380,30436005,30467,1,3,48,3,0,0.0,1,0
23583435,156557516,30468,2,11,200,1,54,3.38,2,338
23584115,49523787,30469,1,117,55,1,39,2.37,2,153
23584507,34177401,30470,2,4,86,1,154,9.53,2,311
23586315,76939238,30471,2,304,130,2,3,0.2,2,300
23593409,12881634,30472,2,15,112,3,43,2.63,1,29
23593582,111262060,30473,1,10,70,1,66,4.07,1,144
23593710,17494958,30474,2,670,275,5,6,0.37,3,0
23594177,25096301,30475,2,978,150,2,8,0.52,2,11
23595013,5709606,30476,2,17,175,3,24,1.48,1,0
23595420,16347259,30477,2,87,378,3,13,0.85,1,25
23596025,43180601,30478,2,3,150,12,0,0.0,1,0
23596665,148564534,30479,1,118,65,1,69,4.4,1,0
23597076,176279414,30480,2,13,85,2,83,5.19,1,329
23597323,99270668,30481,2,3,57,1,0,0.0,1,0
23598012,60163700,30482,1,204,46,14,12,0.82,4,0
23601676,8994053,30483,2,15,190,2,65,4.05,1,259
23605182,76939238,30484,1,547,70,3,1,0.26,2,358
23605302,5252932,30485,1,3,60,1,0,0.0,1,0
23605375,157658093,30486,2,1309,125,3,3,0.19,1,0
23606434,10284187,30487,2,1488,175,4,2,0.15,1,0
23606468,335046,30488,1,23,100,3,10,0.62,3,361
23606605,17193773,30489,2,226,245,60,12,0.75,1,13
23606804,5225104,30490,2,14,68,3,19,1.23,1,28
23607625,4602029,30491,2,485,85,6,7,0.43,1,0
23608085,1746811,30492,2,962,95,1,8,0.52,2,6
23608594,176578851,30493,1,98,110,5,6,0.37,1,0
23608665,6787883,30494,1,108,74,1,20,1.31,4,162
23608727,15956611,30495,1,108,53,21,2,0.46,2,61
23609407,176591085,30496,1,665,45,1,1,0.07,4,90
23609559,1699871,30497,1,1658,125,3,1,0.06,3,1
23610064,130858402,30498,1,18,95,1,78,4.79,1,5
23610557,2251176,30499,1,88,45,3,17,1.04,1,16
23610982,91511951,30500,1,1706,250,3,3,0.21,1,0
23611312,19922549,30501,2,40,300,3,24,1.76,1,32
23612284,2485076,30502,2,72,148,3,20,1.27,1,0
23612681,55724558,30503,1,23,55,4,2,0.65,5,89
23612811,19789539,30504,1,52,47,3,14,0.89,1,197
23612855,99256824,30505,2,3,250,30,0,0.0,1,0
23612962,15798930,30506,2,173,115,7,5,0.32,1,0
23613174,3741154,30507,1,1546,55,2,1,0.06,1,0
23613576,34177401,30508,2,35,140,1,30,2.18,2,4
23613688,175583687,30509,2,8,240,1,22,1.4,3,1
23613805,176651039,30510,2,3,140,300,0,0.0,1,331
23614276,176660539,30511,1,126,120,1,3,0.29,1,322
23614417,176663321,30512,2,52,200,30,6,0.41,1,266
23620624,128832652,30513,3,3,50,1,0,0.0,1,0
23620728,17105274,30514,1,118,49,14,5,0.34,2,163
23622168,12968185,30515,2,3,175,2,0,0.0,1,0
23623267,24648109,30516,2,3,180,4,0,0.0,1,0
23624930,176763105,30517,1,364,70,1,41,2.76,1,67
23626799,7918430,30518,2,88,400,4,7,0.93,2,244
23626886,176436884,30519,2,87,199,2,69,4.23,1,112
23627524,2801739,30520,2,36,194,1,19,1.23,1,177
23627589,170444830,30521,2,1711,500,30,2,0.12,1,179
23628745,176809727,30522,1,29,105,2,38,2.38,1,300
23628818,176810211,30523,1,1669,70,1,1,0.07,1,0
23629119,32130349,30524,1,3,50,1,0,0.0,1,0
23629364,133288905,30525,2,54,187,3,12,0.86,3,6
23629960,33153151,30526,2,23,250,2,14,1.24,1,0
23630216,51969502,30527,1,860,53,3,1,0.06,1,0
23630510,101736132,30528,1,3,50,3,0,0.0,2,86
23630582,26557574,30529,2,406,100,5,1,0.06,1,0
23630829,23220666,30530,1,247,65,2,9,0.56,1,0
23631288,173406651,30531,1,760,110,2,29,2.02,2,117
23631575,2515199,30532,1,1462,36,2,11,0.68,1,0
23631725,176679165,30533,1,19,40,1,78,4.81,2,69
23632578,3717633,30534,2,11,185,2,32,2.02,1,47
23632853,6023250,30535,2,299,175,2,4,0.45,1,27
23633175,1772509,30536,1,485,65,1,13,0.9,2,160
23633872,91182678,30537,1,430,42,2,10,0.64,1,10
23634984,176890090,30538,3,130,25,2,13,0.81,1,81
23635601,18485718,30539,1,11,72,2,16,0.99,1,0
23636223,67768251,30540,1,130,45,30,4,0.36,3,242
23642287,270404,30541,2,36,77,6,15,0.94,1,32
23642811,176964342,30542,1,1616,120,2,4,0.24,1,0
23643300,38672932,30543,2,25,70,1,6,0.39,1,0
23644347,176679165,30544,1,6,35,1,78,4.82,2,75
23644523,11243113,30545,2,558,200,10,11,0.76,1,365
23644644,52549310,30546,1,473,70,2,6,0.38,1,0
23644901,51088192,30547,1,3,100,3,0,0.0,1,364
23646295,172544686,30548,1,1748,179,1,4,0.25,4,270
23647298,142765455,30549,2,684,110,3,2,0.14,1,0
23648504,133288905,30550,2,49,374,3,11,0.84,3,3
23649611,2653232,30551,2,3,133,6,0,0.0,1,0
23649906,177036542,30552,2,15,175,2,44,2.72,1,285
23650008,123453141,30553,1,718,42,2,8,0.5,1,0
23650259,176983812,30554,1,200,350,10,2,0.13,1,87
23650568,24771677,30555,2,40,200,2,45,2.84,1,42
23650576,177045672,30556,1,756,65,3,4,0.25,1,342
23650831,7849107,30557,1,3,55,15,0,0.0,2,1
23651443,32772480,30558,2,18,150,3,10,0.64,2,187
23652689,157845873,30559,1,266,115,1,53,3.33,1,0
23654584,175180318,30560,3,40,75,1,59,3.64,6,362
23660051,173362161,30561,1,8,62,2,67,4.19,6,50
23660605,177146433,30562,1,684,139,1,6,0.46,1,0
23660722,26584499,30563,2,888,150,31,1,0.07,8,332
23661749,24595687,30564,1,944,75,7,1,0.08,1,0
23662000,177157966,30565,1,347,45,3,9,0.57,1,90
23662887,20618692,30566,1,137,90,1,32,2.02,1,5
23664280,921431,30567,2,14,113,2,51,3.26,1,41
23664324,9638130,30568,1,3,100,4,0,0.0,1,89
23664916,8993896,30569,2,39,186,4,2,1.36,2,22
23665341,176793977,30570,1,3,60,7,0,0.0,1,0
23666777,82889379,30571,1,14,34,1,122,8.24,4,5
23667137,115151548,30572,1,1365,72,5,6,0.38,1,364
23667332,107040079,30573,1,31,42,4,36,2.34,2,292
23668381,1590148,30574,2,457,250,2,2,0.31,1,0
23668731,177174475,30575,2,1456,120,1,8,0.53,17,267
23668732,177174475,30576,2,42,120,1,6,0.4,17,246
23668733,177174475,30577,2,3,107,1,0,0.0,17,208
23668734,177174475,30578,2,364,137,1,10,1.03,17,182
23668735,177174475,30579,2,108,163,1,11,1.42,17,221
23668736,177174475,30580,2,27,153,1,7,0.49,17,226
23668737,177174475,30581,2,333,120,1,3,0.47,17,257
23668738,177174475,30582,2,750,137,1,7,0.96,17,218
23668739,177174475,30583,2,254,120,1,3,0.51,17,200
23668740,177174475,30584,2,278,163,1,8,0.63,17,225
23668741,177174475,30585,2,61,153,1,4,0.27,17,216
23668742,177174475,30586,2,1549,137,1,5,0.34,17,162
23668743,177174475,30587,2,23,120,1,7,0.51,17,232
23668745,177174475,30588,2,38,208,1,4,0.3,17,215
23668746,177174475,30589,2,254,153,1,7,0.7,17,234
23668747,177174475,30590,2,293,163,1,8,0.57,17,239
23668754,29918034,30591,2,88,110,30,25,1.63,1,125
23668849,162586833,30592,1,8,400,2,19,1.33,1,166
23668975,130804,30593,1,3,65,2,0,0.0,1,0
23669006,2965556,30594,2,29,360,2,8,0.51,1,71
23669140,43264429,30595,1,1125,120,1,2,0.16,1,0
23669201,2438,30596,2,1748,95,45,1,0.06,1,0
23669328,19356927,30597,1,14,50,1,80,5.1,1,57
23669381,7168913,30598,1,3,65,14,0,0.0,1,0
23670513,177161276,30599,3,1625,26,1,10,0.67,1,312
23671009,87786261,30600,2,750,189,1,5,0.43,5,270
23671775,129483977,30601,1,3,60,2,0,0.0,1,0
23678832,1420659,30602,1,3,150,5,0,0.0,1,310
23681735,177353847,30603,2,118,400,4,8,0.51,4,161
23682503,27245,30604,1,1228,90,2,15,0.93,1,0
23682816,11186022,30605,1,1378,400,3,2,0.14,1,2
23683049,80344984,30606,2,49,245,3,28,1.74,1,272
23683504,51429969,30607,1,962,100,3,3,0.19,1,0
23683520,90834217,30608,2,49,125,2,53,3.44,1,215
23683924,6238348,30609,2,64,220,15,4,0.25,1,9
23684349,319707,30610,1,3,49,7,0,0.0,1,37
23684655,10964365,30611,1,32,55,3,13,0.82,1,83
23684864,13788158,30612,2,11,250,3,37,2.39,2,140
23684973,7201216,30613,1,11,110,1,69,4.34,1,176
23685538,37286422,30614,1,58,45,2,18,1.15,1,0
23685999,22779744,30615,1,3,100,1,0,0.0,1,0
23686606,4810688,30616,2,11,175,3,43,2.89,1,37
23687344,27046912,30617,1,87,81,4,41,2.56,2,28
23690062,175180318,30618,3,11,75,1,59,3.64,6,174
23691189,159811367,30619,3,718,37,30,3,0.21,10,342
23691588,159811367,30620,3,592,32,31,4,0.28,10,341
23692933,170534355,30621,2,72,200,5,54,3.34,1,242
23694603,1006421,30622,2,987,120,14,2,0.16,1,177
23696307,3464870,30623,2,10,150,3,11,0.8,1,2
23696695,10440477,30624,1,10,70,1,2,0.15,2,0
23698480,5022499,30625,1,3,40,1,0,0.0,1,0
23700333,18882408,30626,1,249,108,3,7,0.44,1,0
23700385,8335684,30627,2,1616,91,1,2,0.13,3,0
23702051,1327095,30628,1,3,140,2,0,0.0,1,0
23702074,12243051,30629,2,3,212,29,0,0.0,96,332
23702317,177562935,30630,1,40,105,1,35,3.04,2,60
23702356,177562935,30631,1,54,147,1,3,0.3,2,57
23702442,12243051,30632,2,894,205,29,1,0.07,96,338
23702555,10434360,30633,2,388,92,2,12,0.74,1,0
23703345,147721837,30634,2,8,139,3,25,1.61,2,70
23708317,17125526,30635,1,153,100,2,1,0.09,1,0
23709593,128416096,30636,1,730,55,5,1,0.08,1,38
23709995,153390633,30637,2,61,80,1,73,4.54,1,183
23710983,5192686,30638,1,17,75,4,6,0.39,2,0
23712143,161081229,30639,1,104,40,2,80,5.01,2,291
23713359,1581733,30640,2,887,400,2,3,0.21,2,0
23713405,12243051,30641,2,1582,205,29,2,0.14,96,10
23713463,42741722,30642,1,1749,70,2,6,0.37,2,0
23713825,145252418,30643,1,35,80,1,47,3.41,3,178
23714194,15603100,30644,2,299,220,2,40,2.51,1,1
23714684,12243051,30645,2,3,215,29,0,0.0,96,343
23714854,48911266,30646,1,444,119,3,17,1.31,2,86
23714915,177714844,30647,1,1112,44,30,1,0.06,1,0
23715256,4112404,30648,2,3,199,5,0,0.0,3,9
23715974,3635762,30649,2,3,190,5,0,0.0,1,0
23716003,109874158,30650,1,3,45,3,0,0.0,1,0
23718065,177761074,30651,1,40,60,1,1,1.0,1,326
23719597,31665801,30652,2,31,178,3,40,2.75,2,83
23722695,23818330,30653,2,3,750,7,0,0.0,1,0
23723855,28752891,30654,1,61,175,4,11,0.77,2,63
23723970,10331194,30655,1,3,49,5,0,0.0,1,0
23725946,13963575,30656,2,11,130,3,15,1.06,1,41
23727037,127345864,30657,2,87,135,2,26,2.21,4,29
23727326,5832321,30658,2,4,100,2,57,3.68,2,267
23727923,116067987,30659,2,87,325,2,2,2.0,2,365
23728057,15681707,30660,2,13,150,2,49,3.31,3,210
23728069,83899060,30661,2,15,100,4,20,1.25,1,328
23728251,9223263,30662,1,1306,45,3,3,0.19,1,0
23729632,142248429,30663,1,87,75,6,25,1.79,1,84
23729711,3734637,30664,1,218,30,1,15,0.94,3,0
23733244,6106609,30665,1,48,130,2,30,2.05,1,290
23741304,59860568,30666,1,3,75,7,0,0.0,1,0
23741795,75469247,30667,2,8,105,1,39,2.44,1,38
23742000,50003794,30668,2,1124,75,1,31,1.97,1,0
23743988,85572162,30669,2,120,150,3,42,2.72,1,3
23744530,3447309,30670,2,674,89,5,1,0.14,2,7
23744762,8159536,30671,1,603,57,1,6,0.42,3,220
23744773,172544686,30672,1,3,800,1,0,0.0,4,269
23745442,178059867,30673,1,34,50,1,63,3.94,3,156
23745732,178062766,30674,2,48,325,5,44,2.77,1,179
23746579,124357,30675,2,4,300,1,70,4.63,3,1
23746801,172544686,30676,1,3,219,1,0,0.0,4,269
23747164,83824521,30677,2,40,150,4,41,2.65,1,175
23747567,1636933,30678,2,1086,99,30,55,3.5,1,63
23747870,174838527,30679,3,3,100,1,0,0.0,1,0
23747957,36052067,30680,2,40,250,2,17,5.54,1,47
23748179,6854910,30681,1,3,150,7,0,0.0,1,0
23748601,477787,30682,2,60,112,2,48,3.04,1,0
23749162,6989615,30683,2,10,175,3,18,1.13,1,175
23749862,20447869,30684,1,1433,95,5,1,0.06,2,0
23750601,3605048,30685,2,56,100,2,25,1.55,1,65
23750623,12243051,30686,2,3,220,29,0,0.0,96,220
23751205,12243051,30687,2,3,227,29,0,0.0,96,267
23752247,178123507,30688,2,463,280,3,9,0.56,1,0
23752922,6513281,30689,2,17,750,5,2,0.13,2,178
23753607,131829860,30690,1,1703,55,3,1,0.06,1,0
23753775,2250865,30691,2,3,165,2,0,0.0,1,0
23754446,76104209,30692,2,3,200,30,0,0.0,33,365
23754556,76104209,30693,2,3,159,30,0,0.0,33,364
23754635,76104209,30694,2,3,200,30,0,0.0,33,364
23755278,105825171,30695,1,1616,93,1,2,0.13,1,0
23756498,74033494,30696,2,88,125,2,31,2.93,1,64
23758532,6059542,30697,1,3,100,5,0,0.0,1,364
23760168,30736639,30698,2,15,105,2,80,5.08,2,77
23760365,105310740,30699,2,3,99,30,0,0.0,3,341
23761645,16851857,30700,2,1727,69,21,11,0.75,4,343
23761707,178229322,30701,1,444,47,5,61,3.8,1,130
23762153,120010130,30702,1,1566,50,7,2,0.13,1,358
23762605,109551284,30703,1,130,120,5,9,0.62,2,0
23763165,12243051,30704,2,3,210,29,0,0.0,96,365
23763320,1181486,30705,2,1724,84,9,1,0.06,1,0
23763367,178237936,30706,2,13,89,2,68,4.33,1,64
23763873,178244787,30707,1,183,90,1,13,0.87,2,0
23764185,12243051,30708,2,3,222,29,0,0.0,96,241
23764303,178224519,30709,2,3,100,30,0,0.0,8,320
23764791,12243051,30710,2,3,227,29,0,0.0,96,322
23765629,17583134,30711,2,351,220,3,9,0.59,1,0
23765706,25939370,30712,2,96,172,30,6,0.5,1,195
23765937,176051903,30713,2,4,550,5,3,0.28,1,38
23766156,178266385,30714,2,517,800,1,3,0.21,1,362
23766986,178224519,30715,2,3,162,30,0,0.0,8,327
23768377,97262966,30716,2,97,175,2,9,0.66,2,0
23768711,161899037,30717,2,14,149,2,28,1.81,7,63
23769218,161899037,30718,2,40,149,2,28,1.78,7,74
23771352,25705033,30719,2,954,190,2,1,0.07,1,0
23771486,12089291,30720,2,1393,600,2,1,0.07,1,0
23772252,18825679,30721,1,50,96,2,9,0.77,1,0
23772767,151084261,30722,1,27,125,30,13,0.86,6,255
23772926,20333472,30723,2,1498,166,2,2,0.13,1,0
23773431,22288459,30724,1,376,45,1,5,0.33,2,0
23775392,83929557,30725,1,11,75,2,7,4.2,1,17
23779181,3734637,30726,1,206,30,4,5,0.33,3,0
23780896,45845050,30727,1,1498,70,5,3,0.19,1,189
