listing_id,listing_name
17938814,"Beautiful spacious one bedroom, upper east side"
17938886,"Large, private room in Bushwick close to subways"
17940029,"$0 FEES/Parking/Bkft - ""Little Piece of Heaven"""
17940041,Spacious and Bright Two Bedroom
17940198,"Cozy, queen sized bedroom in Bed-Stuy"
17941316,Nice private room in New York
17941851,Tropical Getaway in Brooklyn at The Funky Loft
17941948,Private Room Available in 3BR Apt -Stuyvesant Town
17943407,"Classic East Village studio, best NYC neighborhood"
17943774,Sundrenched Cozy Studio With a Huge Private Patio
17943817,"Private home in the heart of Ridgewood, Queens."
17944140,Cheap Cosy room w/desk quiet area 10mn from JFK
17944219,"Cozy bedroom, one block from Subway"
17944802,Luxury High Rise with Huge Private Terrace
17946985,Rock star house!
17951580,Townhouse on Greene
17952277,"Newly renovated, fully furnished room in Brooklyn"
17952472,和缘特色浪漫房
17955761,HOME AWAY FROM HOME 4 Guest private
17956381,Quaint little relaxing room in Astoria
17956441,"West 86th St, Charming UWS One Bd Serviced Apt-B"
17957197,UWS studio
17957521,Cozy room in East Williamsburg
17957663,"Bedroom in huge apartment, Empire State View"
17958414,Beautiful & Comfortable Apartment in Brooklyn!
17959888,South Bronx-Piano District artist Loft/
17960375,"Lower East Side, Bohemian Home, hipster location"
17961885,Downtown: Two Bridges -Private room&bathroom!
17962656,Awesome Cozy Studio West Village
17963856,Upstate Manhattan
17968140,Large Bedroom in 2 Bed Apartment Brighton Beach
17971100,#4 Triple Private  room  20 minutes from Manhattan
17972013,#1 Private comfy Room 20 minutes from  Manhattan
17972466,Perfect for 2 - Heart of the Upper West Side!
17973686,"Your Very Own Private, Clean Apt. w/ washer &dryer"
17974244,"3 BR CLASSIC ON RIVER. Doorman. UWS, dogs ok"
17975664,"Large, spacious, and comfortable house"
17975818,Beautiful large private room in the heart of Soho
17977439,Heart of Queens 1 ❤️/ Jackson Heights/Elmhurst
17978997,Luxury Room in MANHATTAN with TV
17979046,Room Rental in Washington Heights
17979132,Great room near Columbia university 71w 107th 哥大附近
17979764,Jen Apt
17980140,Penthouse in the Clouds
17980714,Cozy East Village Room in huge apartment
17981267,⭐️Walk + Transit Score 97⭐️8min to Yankee Std⭐️
17981447,Nicest Room in Manhattan - Chelsea Beauty
17986678,NYC Penthouse Open Loft Bedroom & Patio w/ Skyline
17988221,Private Room in Cozy East Village Apt
17988416,《1》法拉盛市中心明亮干净的私人房间
17989537,Cozy Private Room in East Village
17989780,Williamsburg Manhattan Skyline Apartment
17990894,Comfy Room in Queens Close to Train Station!
17991699,"CLASSIC UWS 3BR FAM RIVER, doorman"
17992512,Charming Suite in Historic Home
17993317,Beginning and ending your New York Vacation!
17993419,Clean and Cozy room in Central Manhattan
17996373,Spacious Brooklyn Duplex w/ Yard. Minutes from NYC
17997486,Charming Clinton Hill One-Bedroom Apartment
18003918,Upper West Side Oasis
18004335,Peaceful apt by the central park
18004987,Warm cozy green house
18005542,Single Room in Family Apt
18005789,Giant Studio Loft Apt in NYC
18005835,Cozy 1 bedroom in Heart of East Village
18006003,Room in Bronx Little Italy
18006977,Sunny 1 Bedroom Apartment the Heart of SoHo
18007393,Large 2 bedrooms in Little Italy/Chinatown
18007671,Cute 1 bedroom basement apartment
18008937,Adorable Apt - Heart of West Village!
18010406,Specious and cozy NYC apartment
18010510,"温馨舒适双人房,双床,明亮大窗,电梯公寓(两个房间用一个卫生间)"
18012028,Beautiful Blue Paradise! (Brooklyn)
18013489,Cozy room with stunning view
18015606,Hudson River View Near Lincoln Center
18016642,Spacious apartment in the heart of Brooklyn
18018424,Spacious Financial District Loft - Whole Apartment
18018752,Brand New Quaint Studio
18020906,"Clean, private room with private bathroom."
18022545,MONTHLY PRICE AND GREAT LOCATION - ASTORIA
18022636,Beautiful 1 Bedroom apartment in Prime GREENPOINT
18023284,Spacious 2 BR Flat
18023825,Cozy 1 bedroom apartment in Queens
18023847,Lovely Quiet Room w private kitchen in Brownstone
18024380,Cozy Private Bedroom in a Bed-Stuy Loft
18024561,Amazing Columbus Circle 3 Bedroom
18024760,Private Room in a beautiful apartment!
18024772,Very quiet apt. on tree-lined West Chelsea street
18024956,Lovely Bedroom Suite with Private Entrance
18025200,Private Room in quite Elmhurst
18025228,"Huge room 25 min to manhattan. L,M,J,Z train."
18025342,"1BR near Mt Sinai, Columbia, Cent Pk. Must See!"
18033251,Simple Brooklyn Apartment
18034890,"Quiet, tranquil room in the middle of everything!"
18037392,Beautiful sunny bedroom in historic Park Slope
18039329,Sunny LES 1 bedroom w Roof Deck
18040417,Downtown HighRise Luxury Building!
18040970,HOTEL ROOM LIKE WITH AFFORDABLE RATE!!!   “C”
18041519,"Beautiful + Large Astoria Space, Amazing Location"
18041862,Bushwick's Private Modern Space
18042238,Airy one bedroom in Crown Heights
18042742,Sun Filled room in New Building
18043457,Spacious Private Room in Nolita
18048473,#3 Private  Quadruple  Room  20mnts from Manhattan
18049856,Luxury Studio Williamsburg
18050070,Cozy and Quiet Crown Heights - Washer/Dryer
18050153,Chelsea Haven--Summer Sublet
18051607,2 Bedroom & garden-South Park Slope
18051877,Victorian Film location
18054268,Gorgeous 4 bedroom  Duplex 15 min from Soho
18055685,Oasis in Harlem
18057747,Comfortable Room near Columbia University
18059112,Private room in beatiful sunny apt in Crown Height
18059231,Cozy bedroom near Lincoln Center / UWS
18059239,Airy studio in south Park Slope
18059656,Charming Cozy Room in Harlem
18061481,Sunny room with private terrace in Sunnyside
18062797,Huge Room with a Private Bathroom
18063815,Unique Multi-level 1 bedroom Apt
18066269,"@Ferry,2Bedroom/3beds.Private,Renovated/Stylish..."
18066733,5br Duplex. @ Ferry!  Water&City Views!
18068692,"Beautiful, Sunny, Artsy apartment in Brooklyn"
18068913,"Sunny & cozy Studio at the park, 25m to Manhattan"
18069745,Private bathroom bedroom near JFK  30min to NYC
18070109,1 Min from Bedford Ave L in RR Apt
18070342,Beautiful Murray Hill STUDIO - perfect location!
18071246,A3Small Cozy Room in Long Island City
18071374,Brooklyn (NYC) Modern Comfort.
18071399,West Chelsea Studios - Penthouse 12
18071406,Room in Hells Kitchen for short term stay!
18073738,Huge Room in Bushwick with private bathroom
18074899,Stunning 2 bedroom Apt - Breathtaking views!!
18075511,Inspiring & Motivational ⭐️
18076273,Lovely & bright Brooklyn room close to train
18076385,"2 Bedroom Apartament, UES, doormen in Manhattan"
18076623,Cosy Colorful Great Bedstuy location & apt
18076816,Beautiful Island life in NYC
18076911,Access to NYC
18077001,Fully equipped entire West Village apartment &wifi
18077042,CLEAN! Executive Studio Suite. Entire apt w/pvt BR
18077050,"Comfortable, spacious Upper West Side Studio"
18077560,Beautiful Large Private Room-Great location
18077717,Cozy 1-br UWS in front of Central Park
18077742,Cozy Washington Heights Studio
18077746,Comfy and Cozy Room in Brooklyn!
18078720,Cozy one bedroom Street view
18079072,"Huge, Sunny Loft in Williamsburg, Near Waterfront"
18080436,★cozy apartment ★
18086316,Manhattan Club
18086664,A place to feel like home; cozy room
18087564,Quiet spacious sunny studio in Greenpoint Brooklyn
18089676,Cozy Escape in Brooklyn
18090200,Studio-Size Bedroom with Separate Entrance
18090441,Modern High-End Studio w/amenities
18090927,An Amazing 1-Bedroom Apt. with Spectacular Views
18091187,The Heights
18091600,Amazingly Charming 2 BR in Historic Harlem
18091991,Cozy Room
18092438,LOCATION! Coffee and Central Park!
18094196,Upper East Side Full 1-Bedroom Apartment
18094212,Beautiful 3000-Square-Ft Brownstone in Cobble Hill
18094311,Manhattan Bedroom | Skyline Views
18094418,4000 SqFt Luxury Penthouse  - Downtown NYC
18095883,Charming 2 Bedroom home close to Airport and City
18102867,1 bedroom apt in the heart of williamsburg
18103710,"East 63rd street, Studio Serviced Apartment"
18104150,Large Newly Renovated Guest Suite
18104553,Sunny Williamsburg Apartment - Prime Location
18105293,Hanover Square Lux Downtown 1 Bd(C) Serviced Apt
18108134,Affordable Spacious Refurbished Room in Bushwick!
18108590,Private Garden Room in Commune
18108648,Large 2bd 15 min to Midtown Manhattan
18108849,Best location to live in Astoria
18108981,HUGE PRISTINE VERSACE DUPLEX APT. IN BROOKLYN
18109817,Great Studio Near Time Square
18109852,"Sunny high-ceiling, large-windows, Bushwick apt"
18110008,Bright room by the Brooklyn Navy Yard
18110654,Bright and Sunny Brooklyn Sanctuary
18112181,Sunny Williamsburg Studio Overlooking the Park
18112517,MANHATTAN - Upper West BIG ROOM w/tv
18117334,"Bright Zen Bedroom with TV, nr JMZ Subways"
18120094,Clean Private Room in East Village
18120248,Great Studio
18120592,Clean room  PRIVATE full bath & private entrance
18120946,Tranquility in a Sunny  Duplex w/Private Bathroom
18121314,Lovely Private Clean New Building A/C
18123155,Fully Fancy Furnish Apartment in Manhattan.
18123185,Cozy room in UWS in modern apt
18123540,Cozy room in Brooklyn steps from train
18124043,ChelseaStudio w/t SunnyPrivateTerrace&EmpireView:)
18124558,MANHATTAN by Central Park/Subway Private Bedroom!
18133502,Sunny Modern Duplex w/Balcony & Rooftop Deck
18134537,"NYC available Now - March 15 , UWS, 1 bedroom apt."
18134948,"Room w/private bathroom, Breakfast & 7min to Manh"
18136478,"Sunny, Quiet top-floor 2 bedroom in Cobble Hill"
18136685,"Clean, Cosy Private 1 Bd Apartment Fort Greene"
18138307,"Private Room, shared bathroom in Hamilton Heights"
18139095,Brand New Historic Harlem Duplex Apartment
18139171,Spacious Oasis Duplex with Private Garden
18142309,Cozy and sunny Studio
18142333,"Elegant 5BR, 2.5 Bath w/Yard, 15 Mins to Manhattan"
18142927,Bright Minimalist Creative Retreat Bedroom BedStuy
18148158,Spacious Bright and Modern Studio
18149668,New Renovated Private 1 bed/bath in Prime Location
18151035,Stylish centrally Located 2 bedroom
18151976,Lovely room(s) in Brooklyn brownstone w/ backyard
18152140,One bedroom in quaint brownstone!!
18152217,A charming room in a Victorian Home
18152855,Beautiful 1-bedroom close to Grand Central
18154888,Manhatten Luxurious 1 Bedroom
18155063,Spacious Studio ( W 48 street )
18155865,Private Bedroom/Officespace
18156252,LOFT SPACE IN BUSHWICH
18156961,Sunny Private Room with patio access in the EV!
18158353,Beautiful BedStuy Bedroom
18159239,Manhattan | Luxurious 1 Bedroom
18159825,"NYC4YOU  
Great location!!!"
18160364,"UWS 1BR Apartment, Charming,  Exposed Brick (5B)"
18161036,Large private room on the Upper East Side
18162965,"Large, funky Park Slope triplex w outdoor space."
18169166,"UWS 1BR, Landmarked Townhouse, Sunny (4B)"
18170615,Private room/Columbia/Central park
18171814,"Artsy and Sunny Room in Bushwick, near L and JMZ"
18173198,Charming & Affordable Shared Studio  in WestHarlem
18173787,Cute Tiny Room Family Home by LGA NO CLEANING FEE
18173989,Private and Quiet Room in the Perfect Location
18175051,Private Bedroom in charming 2 Bdrm Duplex
18175061,New Years EVE in NY! Magnificent Private Penthouse
18175675,2400 Sq Ft Tribeca Loft w/Private Elevator
18175743,private apartment in new york
18176762,":Luxury 1BR by the water, one stop from Manhattan"
18176796,3BED apartment 20 MINS TO MANHATTAN
18176798,Sunny Balcony Apartment
18177024,Two Bedroom on Williamsburg Waterfront
18179365,2 bedroom apartment with private Patio
18179735,Nice room in spacious apartment in BK
18180304,"Cozy, Private Studio in Bedstuy, Brooklyn"
18181620,Centrally Located Manhttn High-Rise
18182282,Modern large one bedroom apt in HK
18182318,Luxury Musician's Loft with Incredible City Views
18188738,Cute Family Friendly Vintage Brownstone Living!!
18188904,extra large room available
18188958,Beautiful 2-bedroom in Williamsburg
18190480,Park Slope Gem full of natural light
18190894,Large sleeping loft with two beds
18191456,Amazing Studio in Downtown Flushing
18191892,Huge 2BR Apartment. Walk to beach/buses
18191934,"25 Mins to Midtown, 15 Mins to LES"
18191965,Upper east side - Cozy Room
18193397,Washington Heights Cozy
18194415,"Room in just-refurbished, classic brownstone flat."
18194429,Adorable Upper West Side Apt steps to Central Park
18194450,Gorgeous Brooklyn Bedroom with Luxury Decor
18194482,Bed-Stuy Beauty
18195445,Modern and sunny in the heart of Prospect Heights!
18196880,Sunny Apartment Near Prospect Park
18196956,Beautiful 1 BR 1 Bath in Boerum Hill Brooklyn
18197137,"ENTIRE, PRIVATE NYC home 3mins from JFK Airport"
18197946,Beautiful apt with view of GW Bridge and river
18198439,BRIGHT SHABBY CHIC FLOOR THRU
18198575,"Sunny, Spacious Bedroom 2 mins from the train!"
18201148,"5* Views, Terrace, 2BR2B, Modern Luxury, Gym, Roof"
18201247,EAST VILLAGE 12TH ST- CONVERTED 2 BR APT
18203651,Comfortable Rest Stop
18205794,"Bright, Quiet and Modern--1,200 Sq Ft in W Village"
18206686,"East 12th street, Lux Studio in Greenwich Village"
18207319,Brownstone w/ Luxurious private room & bay windows
18208285,Cozy bedroom near Central Park
18208738,Bright uptown apartment in the heart of Harlem
18208811,"Warm, clean room in a historic Harlem brownstone"
18209427,Sunny big designer room in Art-loving Bushwick
18209795,Cozy furnished private room in Manhattan
18210358,True NYC Living! Flatiron:1 bdrm w/ outdoor space!
18210425,Cozy room in  Downtown Brooklyn.
18210950,2 bedroom at Wyndham Midtown 45 New York City
18211259,Flatbush Townhouse Apt (UNFURNISHED)
18213280,2 bedroom 2 bathroom UWS
18213425,Contemporary Home with Brooklyn Charm
18214015,Quiet Private Bedroom in the heart of Little Italy
18215065,NEW 2 twin beds and private bathroom in Flushing!!
18216372,Private room in Sunnyside 15 min to Manhattan
18221090,Bright and spacious room
18221723,"Spacious Apt w Deck, Williamsburg"
18221864,Lovely 1 BD on the Upper West Side
18221952,The ASTORIAN'S ArtPad
18222186,Cozy Quite Room in NYC Manhattan Upwest
18222359,LIVE BROOKLYN! Private 1 BR APT - 5 min to Subway
18223667,Amazing location! Luxury Apartment by Central Park
18225729,Hip Soho Loft
18225813,Pendulum Palace
18225912,"Fresh, bright modern studio w/ Garage Parking"
18226037,Luxury Brooklyn + Roof Deck and Gym!
18226108,"1-bedroom apartment in Williamsburg, Brooklyn"
18226843,Private bedroom in Murray Hill / Kips Bay
18227315,Fully furnished room with a single bed
18227529,Live in New York Near Central Park and Columbia U.
18227645,Cozy Room In Upper East Side Apt
18228187,《2》法拉盛市中心明亮干净的私人房间
18229274,# 1 A Brooklyn New York Apt: close to metro subway
18229365,Beautiful apartment ~25min from Times Square
18235200,Cozy Private Bedroom Near LGA
18236999,Penthouse with private terrace and bath
18239613,"Charming Private Room in Bed-Stuy, Brooklyn"
18239623,One Bedroom with King in the Manhattan Club!!
18239876,Studio aprtmnt for ONE  located in upper Manhattan
18239917,Luxury 2 BR in Prime NOHO
18240632,Bronx Apartment
18240637,COZY-CHIC CROWN HEIGHTS 1-BED
18240743,Private Room in Staten Island + Walk-In Closet. #1
18240963,Coney Island MCU Park Wi fi Cable Apt****
18241920,Hosting Harlem Brownstone Apartment
18242004,Columbia university medical center 1AC line studio
18248683,Sunny East Village Apartment
18249844,Central Park One Bedroom Apartment in Harlem
18251681,"Private second floor, 2 BR, wood-frame farmhouse."
18252313,Modern Central Harlem Room
18252876,Charming Spacious Studio in UWS with balcony
18253290,Pleasant one bed room apartment in Greenpoint!
18253324,"Safe Location, next to Subway; Manhattan 20 mins"
18253938,Large Uptown Manhattan Studio
18254225,Midtown West: Private Residence
18254259,Beautiful and spacious private room!
18254314,"St. Marks, East Village penthouse loft w/ patio!"
18254317,Great place in Manhattan - Upper west side
18255124,Beautiful modern apartment located in Gramercy
18255225,Lovely Studio
18255869,Brooklyn Hidden Gem
18256895,☆☆☆Perfect Couple's Getaway☆☆☆
18257701,Cozy 1 BR w/ Natual Sunlight & Exposed Brick
18263839,An amazing Studio Apt in FIDI
18264166,10 mins/Airports JFK/LGA/Hosp/malls bus/train# 1
18264659,A Cozy Harlem Stay
18264726,Brooklyn Vibes Apartment
18265387,Beautiful Room with Private Bathroom by Bushwick!!
18266105,Clean + Simple Chelsea 2 Bedroom (sleeps 7)
18266775,Beautiful Room with Private Entrance by Bushwick!!
18268053,Location Angel Boy
18268257,Spacious NY loft equipped for a baby!
18269285,Prime Midtown East Queen Bedroom-Females only
18270109,Beautiful Room by Bushwick Brooklyn!!
18270199,loft in live work studio
18271282,Gimme Shelter
18271460,Beautiful Sunlit Private Room in BKH apartment
18271718,Private Comfy Best Value BR w/Yard!~175ft to Subwy
18272185,"Huge, Light-filled Williamsburg Loft — Long Term"
18272753,The Reptarium: hip hideaway in sunny Bushwick loft
18273151,Private room in luxury building
18273542,Luxury Room w/private bathroom in DUPLEX
18274232,PRIVATE BATH next to Central Park!
18274492,Studio apartment in NYC
18275502,Sophisticated Brooklyn Brownstone
18276042,Private Bedroom in Gorgeous Uptown Apartment
18283136,Modern midtown studio
18283367,Huge Private Furnished Bedroom - Inwood
18283511,☆☆☆Authentic NYC Experience☆☆☆
18283646,Clean and Cozy Room - 20 Mins to Midtown Manhattan
18285079,"Cozy 1BD in East Village, Manhattan"
18286031,Sunny & Cozy w/outdoor space in Bushwick/Ridgewood
18286212,Clinton Hill's hidden gem
18286232,NEW PENTHOUSE W/ HUGE PRIVATE ROOFTOP EAST VILLAGE
18286926,Joy's Luxury Apartment with Free Parking Space
18287688,UES one bedroom
18287772,☆☆☆Extravagant Couple's Escape☆☆☆
18288169,Private Williamsburg Room 1 Block from Bedford L
18288371,Beautiful Apartment in the Heart of Chelsea
18288391,"Cozy Room in BedStuy, Brooklyn"
18288660,Comfortable  Private Room
18288774,"Top-Floor Studio In Quaint, Quiet Brownstone"
18288828,☆☆☆Luxurious Couple's Retreat☆☆☆
18290402,Large 1 bd Apt in Heart of Chelsea Manhattan
18290561,Harlem Jewel + Extra Travel Bonus
18290841,"Clean, Chic, Modern Studio in UWS"
18291430,Cozy Bedroom In Marble Hill ( Students Welcome )
18291740,In the Heart of the East Village
18291916,Cozy Brooklyn Apartment
18294238,New tidy  room attached by PRIVATE FULL BATH
18297633,"Charming, small and cozy"
18303895,BEAUTIFUL BROWNSTONE STUDIO IN SOUTH HARLEM
18305649,Beautiful 1 bedroom Apartment in Midtown East
18305741,Cozy Room Minutes To Manhattan. #2
18306436,Biggest and Brightest in Brooklyn
18306444,Lively SoHo/Quiet St/2 blocks Subway/Fast WiFi
18306713,Sunny Spacious King Size Bed
18307376,Sunset Park Gem SLR
18308486,Gorgeous 2BR Private Entire Floor Buschwick
18309354,"Spacious Private Room In New York, Manhattan"
18309683,"Bright, Beautiful Brooklyn Brownstone"
18309885,Luxurious Quiet Apartment in the Heart of Harlem
18310427,A huge bedroom in Harlem
18311851,Avenue K
18312034,Prestige Townhouse 5B 3.5bath East Central Park
18312568,Private room near Central Park
18312612,I LOVE NEW YORK in Theater District
18313862,Gorgeous private bedroom in Park Slope
18313864,"Large, Sunny, Cozy Room in the Heart of Bed-Stuy!"
18314102,ONE STOP TO TIME SQUARE BEAUTIFUL QUIET STUDIO
18314397,Charming Room 4 blocks from Empire State Building
18314459,"Spacious, airy & sunny room in UWS, Manhattan!"
18314930,Spacious room 3 blocks from M train
18324607,Spacious Brooklyn 3BR perfect for families
18325063,Prvt entrance room! 1 stop to Mdtwn Manhattan.
18326156,"Beautiful modern Brooklyn room, 20mins to city"
18326238,Brooklyn State of Mind - The Artist Loft
18327453,Quiet bedroom in sunny Park Slope Brooklyn apt
18327630,Gigantic 2 Bed/2 Bath Step to Columbus Circle&Park
18329309,"Private, sunny studio apartment in Queens"
18329545,Private room in the middle of NYC! LES/Chinatown
18329982,Gorgeous Studio in Greenpoint with City Views
18330221,Williamsburg Apartment
18330346,Entire private top floor 3 bedroom apartment
18331097,Tidy room  separate entrance plus paid parking
18331925,"Huge, Sunny 2 Bedroom Apt. near Prospect Park"
18332922,Spacious Apt in the LES
18338709,Room in Upper East Side!
18338719,Greenwich Village 2 bedrooms apartement
18340320,Spacious Studio in Hamilton Heights
18340498,Private bedroom and bathroom near Prospect Park
18340599,Your cozy home away from home.
18341576,Spacious Sunlit 1 BR Apartment in Heart of Harlem
18342361,"Romantic Artist's Townhouse, 1 suite: 2 Bd, 1 Bath"
18342727,Comfy and Quiet Private Room in Brooklyn
18347330,Sunny One-Bedroom Apartment in Brooklyn
18347469,Home Away from Home in Central Harlem
18348443,Songwriter Santuary - room with private entrance
18348512,NYC Hells Kitchen 51St ﾐｯﾄﾞﾀｳﾝｳｴｽﾄｻｲﾄﾞ
18353019,Spacious Comfy Queen Sized Bed.
18354443,Spacious colorful East Village 2BR
18354821,Quiet and cozy
18355480,Williamsburg Plant Filled Sunny Apartment :D
18356695,Spacious 2-Bedroom Apartment Near Central Park
18357504,Spacious Brownstone Apartment
18357865,Great 1 BR in the heart of the upper west side
18357947,"Cozy, private room in Williamsburg, Brooklyn!"
18358279,Luxury 2 Bedroom Apartment!!
18358343,Private room in the perfect location
18358363,Cozy Large Private Master bedroom
18358437,"Clean, Modern Duplex Upper East Side with Patio"
18358470,Spacious 2 bedrooms Loft in Brooklyn
18358606,Gorgeous  Renovated 1BR - close to Central Park
18358621,"LUXURY Times Sq 2bed, with King,Queen & Full"
18358644,Cozy room in the heart of Bushwick
18359115,LOVELY APARTMENT IN BEST LOCATION !
18359426,Lovely room with a view.
18359593,Private and Comfy Room | Super Close to NYC!
18360149,Welcome to brooklyn
18361045,Artist Open Concept Loft
18361390,Huge 1-bedroom with lofts near Central Park
18362628,Sunny Lower East Side bedroom
18366609,"COZY, QUIET BEDROOM IN INWOOD, ""UPSTATE MANHATTAN"""
18366942,Free transfer from  JFK airport
18369169,"☆☆Hell's Kitchen, Central Park, Times Square☆☆"
18369887,Sunny & Spacious 1 Bedroom in Central Harlem!
18370699,Spacious Greenpoint Apt near McGolrick Park!
18370979,"Comfy, Awesome, Large Apt. in Brownstone"
18371333,Beautiful and Sunny Private Room in Brooklyn
18372104,"Luxury 2 BR Apartment, Columbus Circle"
18373279,Airy and Bright Sanctuary in Brooklyn!
18373404,Little Haven in Brooklyn Redeux
18374250,"Cozy, private bdrm"
18374647,Maison Macon
18375021,Huge private room in historic brownstone
18375246,Private Room in Clinton Hill
18375685,"Beautiful, Two bedroom apartment Brooklyn P.L.G"
18375815,Spacious private room close St. Barnabas Hospital
18377036,"Bright, Beautiful Double Room"
18381623,Luminous Zen Garden Retreat
18385188,"Brooklyn Modern: Sunny 2BR, Boutique Style"
18386105,"A Special Place for You! Bed-Stuy, Brooklyn"
18386307,"Sunny, Chelsea Studio has queen bed and sleep loft"
18386494,Sunny 2+ bd. Great for groups. Very kid friendly.
18386915,"Sunny Studio in Park Slope, Brooklyn"
18387366,Bright & Airy Private Room near L/JMZ trains
18387744,Bright-Friendly-Homey apartment
18387798,COZY + STYLISH ROOM FOR YOU IN NYC! (A)
18388152,EXTRA LARGE PRIVATE BEDROOM! TRIPLE SIZE CLOSET(B)
18388706,Nice 2 bedroom in Upper West / Central Park.
18389694,2 bedroom LES
18390143,"Huge Room, Top Floor Of Brownestone"
18390316,Private bedroom in Luxury home Bushwick
18390907,"Sun-soaked, charming Brooklyn home"
18391905,"Huge, One of A Kind, Artsy Loft in Greenpoint"
18392140,Sun-lit bedroom in Crown Heights
18392309,Gem off of Prospect Park
18393354,Midtown Sanctuary
18393650,Spacious 1 Br - Perfect for Share - Columbia Uni
18393805,Private Room 15 Min to Manhattan (Lower East Side)
18394653,Brooklyn Paradise
18396197,Two Bed Brownstone in the Heart of Brooklyn!
18396281,Charming Sunny Oasis - 1 Block From Express Train!
18397006,Single room
18397124,WaHi Overlook
18399865,Best East Village location St Marks 2 bedroom apt.
18402330,Airy and Bright Room with Balcony
18402568,A Modern and bright room
18404373,"Bright kitchen studio--events, classes, photos"
18404432,2 bedroom apartment & private backyard
18404936,Location! Location!
18406606,The Albany Residence
18407251,Entire MASSIVE apt. for 4 ppl 1 Block from Subway
18407764,Sunlit cozy room in the heart of Williamsburg!
18408236,All New! Vanderbilt Suite
18409148,Greenwich Village Apartment
18410069,Sunny Brooklyn Limestone
18410445,Large Room and Apartment in Upper Manhattan
18411056,Wonderful living in 3B/3B Harlem Brownstone Duplex
18411446,NEW! Luxury studio WITH SPA shower in Flushing!!!
18411925,Comfy Private Room Near Central Park in UWS
18412771,Great room for students and tourists
18414310,Cozy Room Easy Access To Manhattan - Room #3
18415505,Stylish Apartment with beautiful skyline views.
18415952,Convenient Downtown Apartment in LES/Chinatown
18423707,One bedroom in Kips Bay / Murray Hill area
18423938,"West 74th Street, Svcd Studio Apartment"
18424903,Luxury Townhouse
18424928,Beautiful 2 bedroom apartment in Park Slope!
18425106,"Washington Street, Lux Svcd Studio in West Village"
18425988,Cozy Studio in Gramercy
18427825,Cozy Brooklyn Affordable In-Law
18429093,Cozy one bed with balcony and pool
18429435,Modern & Industrial LIC Accommodations
18430588,A Quiet stay in Harlem
18430686,Private bedroom in an amazingly located apartment.
18431566,Summer Sublet
18432636,Great Apartment in the Heart of East Williamsburg
18432894,Casa Estrella
18433038,Private Cozy Room In Astoria
18433781,"Large, Sunny Private Room in New Renovated House"
18434309,private  room LONG Term Welcome Safe neighborhood
18439203,Brooklyn Beauty!!
18440017,Uptown Private Bedroom w/ Pvt Entrance & Full Bath
18442048,Clean-N-Comfy Bronx Pad
18442196,Room private house. Parking and beach 15 min.
18442569,"Artsy, bright and cozy 1 BR. 20 min to city."
18443902,Delightfully appointed studio in the West Village
18444575,"Bright, open 1BD in the heart of Nolita"
18445522,MANHATTAN STYLISH WALL ST STUDIO APT. DISCOUNTED
18447712,Artist Loft Space
18448376,Clean and cozy private room for your stay in NYC
18448446,Super Spacious 2 bedroom apt in Midtown West
18448516,Spacious house close to yankee stadium.
18448556,Pretty UES Private Room in Railroad Style Apt
18449942,The Space
18449954,Delightful Brooklyn Studio
18450009,"Welcoming, Plant-Filled Master BR in Clinton Hill"
18450143,Entire Pre-War Apartment 1 Minute From Train
18450490,"Clean, homey, and bright room in Wash. Heights"
18455236,Modern 1 Bedroom In the Middle of Everything!
18455830,Charming 2 bedroom apartment in Brooklyn
18456751,Spacious Sun-Drenched bedroom in the East Village!
18456975,Fully furnished Studio Apt near Columbus Circle
18457273,"Clean and Cozy Private Room in Inwood, Manhattan"
18458323,Sun Drenched Gramercy/East Village!
18459547,Dumbo Penthouse Loft with Outdoor Spaces & Views
18459948,Cozy East Village Studio
18460119,Private Room in Homey Roosevelt Island Apartment
18460679,"Bright, modern room with a view of NYC skyline"
18460756,"Bright, private room in Bushwick w/ AC"
18461296,Great Location TimeSquare studio APT
18461891,"Bright, comfortable 1B studio near everything!"
18462291,Comfortable One bedroom Harlem Aprt
18462681,Private room walking distance from Prospect park
18462718,Neat Cozy  room attached by PRIVATE FULL BATHROOM
18463609,Spring in Bed Stuy
18470545,Comfy & Cozy In Brooklyn
18471232,Brooklyn Home away from Home
18471276,Cozy bedroom off J Train
18471556,Beautiful Artist Loft in South Williamsburg
18471815,Cozy Corner
18472494,The Grand Macon
18472524,SUNNY PLACE in Sunnyside
18473439,Remodeled 20min train to enter city 5min to subway
18475187,BEST ROOF in East Village + Gorgeous Modern Apt
18476474,Bright XL room in Hamilton Heights/Sugar Hill
18476851,Beautiful Private Room Near Manhattan & JFK
18477009,The Justice Tower 1
18477226,The Justice Tower 2
18477519,Cozy one bedroom apartment in the Lower East Side
18481196,Studio in Chelsea
18484597,Private and quiet room near Columbia University
18485393,Enormous studio in East Harlem
18485487,"Sunny, Spacious, Private Room Close to Train!"
18485922,Large & Cozy One-Bedroom Apartment in Queens
18486698,Conveniently located private room in Brooklyn
18486868,Sunny 1 bedroom in spacious 2 bedroom apt.
18487817,Spacious private room in a 3br in Bushwick
18488077,Simple bright room for 1-2 people.
18488335,Sunny Duplex 2 bdr apt in the heart of Harlem
18488833,Sunny Parlor Apt in Flatbush Townhouse (furnished)
18489366,Glamorous one bedroom apartment in Brooklyn
18489843,Heart of Greenpoint
18490141,IT'S SIMPLY CONVENIENT!
18491689,Piece of home in the East Village
