neighbourhood_group,neighbourhood,latitude,longitude,neighbourhood_id
Brooklyn,Bedford-Stuyvesant,40.68271,-73.92991,19404
Manhattan,East Village,40.7246,-73.97877,19405
Brooklyn,Bushwick,40.70051,-73.93909,19406
Brooklyn,Williamsburg,40.71923,-73.94258,19407
Manhattan,Upper East Side,40.78057,-73.95734,19408
Brooklyn,Prospect Heights,40.67419,-73.96423,19409
Brooklyn,Clinton Hill,40.68548,-73.96288,19410
Manhattan,Murray Hill,40.74817,-73.97595,19411
Manhattan,West Village,40.73142,-74.01,19412
Manhattan,Tribeca,40.72274,-74.00807,19413
Manhattan,East Harlem,40.78815,-73.9436,19414
Manhattan,Midtown,40.75315,-73.97253,19415
Brooklyn,Williamsburg,40.71529,-73.94532,19416
Brooklyn,Park Slope,40.67633,-73.9793,19417
Manhattan,Upper West Side,40.78895,-73.96754,19418
Manhattan,Midtown,40.75592,-73.96891,19419
Manhattan,Hell's Kitchen,40.7624,-73.99915,19420
Brooklyn,Bushwick,40.70268,-73.9265,19421
Manhattan,Hell's Kitchen,40.76038,-73.99951,19422
Manhattan,Hell's Kitchen,40.76212,-73.99756,19423
Manhattan,Hell's Kitchen,40.76188,-73.99806,19424
Manhattan,Hell's Kitchen,40.76173,-73.99937,19425
Manhattan,Harlem,40.81545,-73.95806,19426
Manhattan,Hell's Kitchen,40.7619,-73.99896,19427
Manhattan,Hell's Kitchen,40.76045,-73.99929,19428
Brooklyn,Crown Heights,40.67453,-73.94537,19429
Manhattan,Upper East Side,40.76346,-73.96684,19430
Queens,Jackson Heights,40.74912,-73.88667,19431
Queens,Ditmars Steinway,40.77508,-73.91231,19432
Manhattan,Hell's Kitchen,40.76053,-73.99809,19433
Brooklyn,Crown Heights,40.67749,-73.94386,19434
Manhattan,Nolita,40.72021,-73.99592,19435
Brooklyn,Manhattan Beach,40.57821,-73.94122,19436
Manhattan,Midtown,40.74828,-73.98401,19437
Brooklyn,Clinton Hill,40.68769,-73.96604,19438
Manhattan,Hell's Kitchen,40.76702,-73.98741,19439
Manhattan,Lower East Side,40.71806,-73.99351,19440
Manhattan,SoHo,40.72576,-74.00381,19441
Manhattan,Inwood,40.8622,-73.93349,19442
Bronx,Mott Haven,40.81072,-73.92349,19443
Manhattan,Upper East Side,40.77344,-73.94911,19444
Brooklyn,Bushwick,40.70012,-73.93775,19445
Manhattan,SoHo,40.72391,-74.00658,19446
Brooklyn,East Flatbush,40.64335,-73.92981,19447
Brooklyn,Gowanus,40.66881,-73.99178,19448
Brooklyn,Bedford-Stuyvesant,40.68707,-73.94437,19449
Manhattan,East Village,40.72978,-73.98584,19450
Manhattan,Harlem,40.81678,-73.93836,19451
Manhattan,Chelsea,40.74244,-73.99781,19452
Brooklyn,Williamsburg,40.70915,-73.96102,19453
Brooklyn,Williamsburg,40.71969,-73.94135,19454
Manhattan,Nolita,40.72228,-73.99582,19455
Brooklyn,South Slope,40.66565,-73.99172,19456
Brooklyn,Bedford-Stuyvesant,40.68227,-73.93479,19457
Manhattan,Midtown,40.75966,-73.96313,19458
Queens,Elmhurst,40.74262,-73.87907,19459
Manhattan,Upper West Side,40.79772,-73.96213,19460
Brooklyn,Park Slope,40.67148,-73.97479,19461
Manhattan,Lower East Side,40.71546,-73.98907,19462
Brooklyn,Sheepshead Bay,40.60983,-73.95887,19463
Manhattan,East Village,40.73199,-73.98956,19464
Queens,Glendale,40.69426,-73.8964,19465
Brooklyn,Bushwick,40.68502,-73.90883,19466
Staten Island,Midland Beach,40.56933,-74.09493,19467
Brooklyn,Williamsburg,40.70908,-73.96146,19468
Brooklyn,Bedford-Stuyvesant,40.68127,-73.92686,19469
Brooklyn,Bedford-Stuyvesant,40.67764,-73.92241,19470
Manhattan,Chinatown,40.7161,-73.99828,19471
Brooklyn,Bushwick,40.69477,-73.92611,19472
Queens,Maspeth,40.73577,-73.89981,19473
Manhattan,Hell's Kitchen,40.76406,-73.98868,19474
Brooklyn,Bay Ridge,40.62413,-74.03085,19475
Brooklyn,Bedford-Stuyvesant,40.69172,-73.94446,19476
Brooklyn,Clinton Hill,40.68229,-73.96154,19477
Brooklyn,Prospect Heights,40.67915,-73.96923,19478
Brooklyn,Greenpoint,40.72214,-73.94345,19479
Brooklyn,Clinton Hill,40.69278,-73.965,19480
Brooklyn,Bedford-Stuyvesant,40.68816,-73.95791,19481
Manhattan,East Harlem,40.80832,-73.93889,19482
Brooklyn,Williamsburg,40.70953,-73.96445,19483
Manhattan,East Harlem,40.79324,-73.94037,19484
Brooklyn,Bedford-Stuyvesant,40.6854,-73.94614,19485
Manhattan,Upper East Side,40.76443,-73.96603,19486
Queens,Queens Village,40.71935,-73.75383,19487
Brooklyn,Clinton Hill,40.68908,-73.9678,19488
Manhattan,Gramercy,40.73626,-73.98104,19489
Queens,Long Island City,40.74364,-73.94676,19490
Brooklyn,Greenpoint,40.73577,-73.95118,19491
Manhattan,Chinatown,40.71807,-74.00215,19492
Manhattan,Midtown,40.74768,-73.98723,19493
Brooklyn,Bedford-Stuyvesant,40.68642,-73.92864,19494
Brooklyn,Bushwick,40.70236,-73.92232,19495
Brooklyn,Park Slope,40.67879,-73.97438,19496
Manhattan,East Village,40.72275,-73.97598,19497
Brooklyn,Williamsburg,40.72022,-73.95814,19498
Brooklyn,Flatbush,40.63766,-73.96611,19499
Manhattan,Midtown,40.76135,-73.96645,19500
Brooklyn,Williamsburg,40.71538,-73.94712,19501
Brooklyn,Bedford-Stuyvesant,40.68526,-73.94099,19502
Queens,Long Island City,40.76112,-73.92631,19503
Manhattan,Upper East Side,40.7673,-73.96043,19504
Queens,St. Albans,40.7036,-73.76637,19505
Bronx,Pelham Gardens,40.86663,-73.84139,19506
Brooklyn,Park Slope,40.67688,-73.97602,19507
Manhattan,West Village,40.7359,-74.00191,19508
Queens,Jamaica,40.67203,-73.76711,19509
Brooklyn,East Flatbush,40.6393,-73.9472,19510
Manhattan,SoHo,40.72524,-74.00218,19511
Brooklyn,Williamsburg,40.71721,-73.95965,19512
Manhattan,Lower East Side,40.71214,-73.98955,19513
Manhattan,Chelsea,40.74476,-73.99266,19514
Brooklyn,Williamsburg,40.70981,-73.94239,19515
Manhattan,Chelsea,40.74633,-73.99201,19516
Brooklyn,Bedford-Stuyvesant,40.69098,-73.92622,19517
Brooklyn,Williamsburg,40.71524,-73.96229,19518
Queens,Arverne,40.59055,-73.79281,19519
Brooklyn,Bedford-Stuyvesant,40.68714,-73.93443,19520
Brooklyn,Clinton Hill,40.69043,-73.96736,19521
Queens,Cambria Heights,40.69857,-73.74225,19522
Brooklyn,Bedford-Stuyvesant,40.68084,-73.91116,19523
Brooklyn,Bedford-Stuyvesant,40.68817,-73.92319,19524
Brooklyn,Carroll Gardens,40.67855,-74.00075,19525
Brooklyn,Coney Island,40.57505,-74.00161,19526
Brooklyn,East New York,40.66733,-73.88348,19527
Brooklyn,Park Slope,40.67729,-73.98122,19528
Brooklyn,Bushwick,40.69636,-73.92482,19529
Brooklyn,Flatlands,40.61863,-73.93183,19530
Manhattan,Upper West Side,40.78825,-73.97231,19531
Brooklyn,Windsor Terrace,40.65136,-73.9746,19532
Manhattan,Upper West Side,40.79985,-73.96138,19533
Manhattan,West Village,40.7365,-73.99751,19534
Manhattan,Upper West Side,40.7762,-73.97944,19535
Brooklyn,Bushwick,40.69907,-73.92115,19536
Brooklyn,Crown Heights,40.67033,-73.96161,19537
Manhattan,Upper East Side,40.761,-73.9615,19538
Manhattan,Chelsea,40.74929,-73.99658,19539
Manhattan,Upper East Side,40.75954,-73.96099,19540
Manhattan,East Village,40.72515,-73.9839,19541
Brooklyn,Bay Ridge,40.63461,-74.02451,19542
Brooklyn,Bedford-Stuyvesant,40.69136,-73.92803,19543
Manhattan,East Village,40.72216,-73.97806,19544
Manhattan,East Harlem,40.79931,-73.94196,19545
Queens,Astoria,40.76227,-73.92316,19546
Brooklyn,Bushwick,40.69061,-73.91348,19547
Brooklyn,Prospect-Lefferts Gardens,40.65731,-73.94693,19548
Manhattan,Midtown,40.75622,-73.96768,19549
Manhattan,East Village,40.72952,-73.98388,19550
Manhattan,Midtown,40.75228,-73.97186,19551
Manhattan,Midtown,40.76195,-73.97148,19552
Queens,Jamaica Hills,40.71245,-73.79806,19553
Manhattan,Upper East Side,40.76397,-73.96245,19554
Brooklyn,Prospect-Lefferts Gardens,40.6609,-73.95865,19555
Brooklyn,Flatbush,40.63667,-73.96705,19556
Brooklyn,Bedford-Stuyvesant,40.69364,-73.93303,19557
Manhattan,Harlem,40.82364,-73.9533,19558
Brooklyn,Greenpoint,40.72667,-73.95221,19559
Manhattan,Upper West Side,40.79039,-73.96789,19560
Queens,Woodhaven,40.68774,-73.8593,19561
Brooklyn,Williamsburg,40.71783,-73.94104,19562
Bronx,Highbridge,40.83844,-73.92489,19563
Manhattan,Upper East Side,40.77117,-73.95599,19564
Brooklyn,Bedford-Stuyvesant,40.68118,-73.91107,19565
Queens,Astoria,40.76625,-73.93295,19566
Brooklyn,Williamsburg,40.71443,-73.94153,19567
Manhattan,Nolita,40.71995,-73.99461,19568
Brooklyn,Bedford-Stuyvesant,40.69905,-73.94451,19569
Brooklyn,Carroll Gardens,40.68321,-73.99681,19570
Brooklyn,Bedford-Stuyvesant,40.6804,-73.93648,19571
Manhattan,Midtown,40.75105,-73.97045,19572
Queens,Rego Park,40.7184,-73.86015,19573
Brooklyn,Greenpoint,40.72482,-73.95408,19574
Manhattan,Upper East Side,40.76754,-73.96166,19575
Brooklyn,Crown Heights,40.67741,-73.95386,19576
Manhattan,Hell's Kitchen,40.75751,-73.99401,19577
Manhattan,Harlem,40.83124,-73.94501,19578
Brooklyn,Williamsburg,40.70758,-73.94197,19579
Brooklyn,Prospect-Lefferts Gardens,40.66082,-73.94532,19580
Manhattan,Flatiron District,40.7385,-73.98782,19581
Manhattan,Chelsea,40.74368,-73.99825,19582
Brooklyn,Bedford-Stuyvesant,40.68134,-73.92226,19583
Brooklyn,Kensington,40.64381,-73.97018,19584
Queens,Ridgewood,40.69692,-73.90008,19585
Manhattan,East Harlem,40.78941,-73.94881,19586
Brooklyn,Williamsburg,40.71089,-73.96627,19587
Brooklyn,Williamsburg,40.70005,-73.95101,19588
Manhattan,Upper East Side,40.7754,-73.95236,19589
Queens,Long Island City,40.75378,-73.93449,19590
Brooklyn,Williamsburg,40.71822,-73.95134,19591
Brooklyn,Greenpoint,40.72474,-73.94859,19592
Brooklyn,Crown Heights,40.67587,-73.93175,19593
Queens,Flushing,40.75558,-73.83343,19594
Brooklyn,Williamsburg,40.71361,-73.94804,19595
Brooklyn,Williamsburg,40.71326,-73.94947,19596
Brooklyn,Williamsburg,40.70604,-73.94307,19597
Manhattan,West Village,40.73088,-74.00378,19598
Manhattan,East Harlem,40.78982,-73.94263,19599
Manhattan,East Village,40.72635,-73.98578,19600
Manhattan,Harlem,40.81102,-73.94712,19601
Brooklyn,Flatbush,40.64008,-73.96579,19602
Brooklyn,Bedford-Stuyvesant,40.67718,-73.91405,19603
Manhattan,Midtown,40.74634,-73.98704,19604
Manhattan,Harlem,40.81407,-73.95092,19605
Manhattan,Upper East Side,40.77079,-73.95922,19606
Brooklyn,Bushwick,40.68602,-73.91522,19607
Manhattan,East Village,40.73281,-73.98686,19608
Manhattan,Murray Hill,40.74461,-73.97216,19609
Brooklyn,Williamsburg,40.71623,-73.95777,19610
Manhattan,Tribeca,40.71916,-74.01177,19611
Manhattan,Upper East Side,40.77851,-73.94985,19612
Brooklyn,Bedford-Stuyvesant,40.69226,-73.93458,19613
Manhattan,Harlem,40.8091,-73.94241,19614
Manhattan,Lower East Side,40.71983,-73.98196,19615
Brooklyn,Bedford-Stuyvesant,40.68012,-73.93862,19616
Bronx,Wakefield,40.89121,-73.85131,19617
Manhattan,Harlem,40.80102,-73.95401,19618
Brooklyn,Park Slope,40.67829,-73.97891,19619
Brooklyn,Williamsburg,40.71551,-73.96356,19620
Brooklyn,Bedford-Stuyvesant,40.69117,-73.95876,19621
Brooklyn,Bushwick,40.68992,-73.90951,19622
Queens,Ditmars Steinway,40.7785,-73.91693,19623
Brooklyn,Bushwick,40.7007,-73.92359,19624
Brooklyn,Williamsburg,40.71124,-73.96451,19625
Queens,Glendale,40.70075,-73.88743,19626
Brooklyn,Greenpoint,40.72831,-73.95634,19627
Manhattan,Financial District,40.70488,-74.00744,19628
Manhattan,Financial District,40.70602,-74.00891,19629
Brooklyn,Kensington,40.63725,-73.97345,19630
Brooklyn,East Flatbush,40.6418,-73.93947,19631
Brooklyn,Bedford-Stuyvesant,40.68887,-73.92903,19632
Manhattan,Upper West Side,40.80131,-73.97114,19633
Manhattan,East Harlem,40.78918,-73.94652,19634
Brooklyn,Bedford-Stuyvesant,40.68338,-73.95075,19635
Brooklyn,Williamsburg,40.70634,-73.95338,19636
Brooklyn,Bay Ridge,40.63447,-74.02455,19637
Manhattan,Chelsea,40.73975,-73.99848,19638
Manhattan,Lower East Side,40.72297,-73.98946,19639
Manhattan,East Harlem,40.78857,-73.94952,19640
Queens,Queens Village,40.72816,-73.73874,19641
Manhattan,Theater District,40.76258,-73.98575,19642
Brooklyn,Prospect-Lefferts Gardens,40.65776,-73.96174,19643
Queens,Queens Village,40.72828,-73.73542,19644
Manhattan,East Harlem,40.7898,-73.94213,19645
Brooklyn,Williamsburg,40.71365,-73.96232,19646
Brooklyn,Bedford-Stuyvesant,40.68955,-73.95117,19647
Brooklyn,Sunset Park,40.65888,-74.00044,19648
Brooklyn,Bedford-Stuyvesant,40.68908,-73.95545,19649
Manhattan,Upper East Side,40.77043,-73.95557,19650
Manhattan,Midtown,40.75365,-73.97151,19651
Brooklyn,Bushwick,40.70018,-73.93858,19652
Manhattan,Hell's Kitchen,40.75764,-73.98963,19653
Brooklyn,Williamsburg,40.70835,-73.955,19654
Queens,Rosedale,40.67126,-73.72982,19655
Queens,Rosedale,40.67104,-73.73006,19656
Manhattan,Little Italy,40.71819,-73.99786,19657
Brooklyn,Bushwick,40.69688,-73.93396,19658
Manhattan,Harlem,40.81736,-73.95294,19659
Manhattan,Lower East Side,40.7209,-73.98428,19660
Manhattan,Hell's Kitchen,40.76028,-73.98846,19661
Brooklyn,Bedford-Stuyvesant,40.68915,-73.95245,19662
Brooklyn,Williamsburg,40.71585,-73.95325,19663
Manhattan,East Village,40.72503,-73.97851,19664
Brooklyn,Sunset Park,40.66451,-73.99342,19665
Bronx,Longwood,40.82006,-73.90332,19666
Brooklyn,Windsor Terrace,40.65237,-73.97365,19667
Brooklyn,Bedford-Stuyvesant,40.68561,-73.95431,19668
Manhattan,Upper West Side,40.79516,-73.96813,19669
Queens,Ditmars Steinway,40.77176,-73.90885,19670
Manhattan,Lower East Side,40.71206,-73.98824,19671
Brooklyn,Williamsburg,40.71889,-73.95786,19672
Brooklyn,Williamsburg,40.71809,-73.95283,19673
Brooklyn,Prospect-Lefferts Gardens,40.65989,-73.95386,19674
Manhattan,Upper East Side,40.76395,-73.96196,19675
Manhattan,Murray Hill,40.74437,-73.97295,19676
Manhattan,Chelsea,40.74565,-73.99183,19677
Brooklyn,Bushwick,40.69945,-73.92255,19678
Manhattan,Chelsea,40.74407,-73.99366,19679
Manhattan,Hell's Kitchen,40.7617,-73.99762,19680
Brooklyn,Williamsburg,40.71512,-73.95655,19681
Manhattan,Tribeca,40.71634,-74.00505,19682
Brooklyn,DUMBO,40.70416,-73.98539,19683
Manhattan,East Village,40.73296,-73.98884,19684
Brooklyn,Williamsburg,40.71738,-73.94527,19685
Brooklyn,Williamsburg,40.70809,-73.9519,19686
Manhattan,Chelsea,40.74124,-74.00025,19687
Brooklyn,Sheepshead Bay,40.60396,-73.95761,19688
Manhattan,East Harlem,40.78697,-73.94469,19689
Brooklyn,Park Slope,40.67358,-73.97171,19690
Brooklyn,Windsor Terrace,40.65131,-73.97866,19691
Brooklyn,Boerum Hill,40.68326,-73.98004,19692
Brooklyn,Bedford-Stuyvesant,40.67989,-73.94298,19693
Brooklyn,Boerum Hill,40.68501,-73.98581,19694
Manhattan,Hell's Kitchen,40.76383,-73.98947,19695
Manhattan,Hell's Kitchen,40.76399,-73.98971,19696
Manhattan,Washington Heights,40.83837,-73.94224,19697
Brooklyn,Prospect Heights,40.67821,-73.96588,19698
Brooklyn,Bedford-Stuyvesant,40.68697,-73.92271,19699
Brooklyn,Bedford-Stuyvesant,40.68541,-73.95224,19700
Manhattan,Two Bridges,40.71165,-73.9993,19701
Brooklyn,Bedford-Stuyvesant,40.694,-73.94675,19702
Brooklyn,Bedford-Stuyvesant,40.69395,-73.95934,19703
Queens,Sunnyside,40.74075,-73.92619,19704
Brooklyn,Kensington,40.6378,-73.9696,19705
Manhattan,East Village,40.72868,-73.99036,19706
Brooklyn,Bedford-Stuyvesant,40.68899,-73.95555,19707
Manhattan,Chelsea,40.74584,-73.99103,19708
Manhattan,Financial District,40.70966,-74.00762,19709
Brooklyn,Crown Heights,40.67923,-73.96286,19710
Brooklyn,East New York,40.6724,-73.88839,19711
Brooklyn,South Slope,40.66132,-73.98678,19712
Queens,Sunnyside,40.74481,-73.91671,19713
Brooklyn,Crown Heights,40.67143,-73.92971,19714
Brooklyn,Bushwick,40.70165,-73.92938,19715
Brooklyn,Bedford-Stuyvesant,40.69413,-73.94481,19716
Manhattan,East Village,40.72891,-73.98797,19717
Brooklyn,Williamsburg,40.70006,-73.95388,19718
Queens,Astoria,40.76982,-73.93501,19719
Manhattan,Stuyvesant Town,40.73167,-73.98146,19720
Manhattan,Lower East Side,40.7208,-73.9819,19721
Queens,Ridgewood,40.70639,-73.90058,19722
Manhattan,Upper West Side,40.79386,-73.97223,19723
Manhattan,Upper West Side,40.80237,-73.96601,19724
Brooklyn,Bedford-Stuyvesant,40.68978,-73.95339,19725
Manhattan,East Village,40.72025,-73.97901,19726
Staten Island,Eltingville,40.54106,-74.14666,19727
Queens,Jackson Heights,40.75523,-73.88418,19728
Brooklyn,Flatbush,40.6459,-73.9642,19729
Brooklyn,Park Slope,40.67427,-73.97652,19730
Brooklyn,Prospect-Lefferts Gardens,40.65762,-73.96129,19731
Brooklyn,Carroll Gardens,40.67844,-74.00028,19732
Manhattan,East Village,40.73016,-73.98171,19733
Manhattan,Upper West Side,40.80096,-73.96758,19734
Manhattan,Hell's Kitchen,40.76626,-73.98338,19735
Queens,Woodside,40.74246,-73.90125,19736
Brooklyn,Boerum Hill,40.68898,-73.98751,19737
Brooklyn,Williamsburg,40.71805,-73.94088,19738
Manhattan,Lower East Side,40.71853,-73.98911,19739
Brooklyn,Bedford-Stuyvesant,40.68631,-73.92629,19740
Brooklyn,Prospect-Lefferts Gardens,40.65678,-73.95154,19741
Queens,Maspeth,40.73529,-73.90219,19742
Queens,Woodhaven,40.68819,-73.86079,19743
Brooklyn,Bushwick,40.69382,-73.90925,19744
Manhattan,Chinatown,40.7152,-73.99947,19745
Brooklyn,Gowanus,40.67876,-73.9904,19746
Manhattan,East Village,40.72461,-73.98172,19747
Manhattan,Lower East Side,40.71248,-73.98662,19748
Brooklyn,Bedford-Stuyvesant,40.68186,-73.92173,19749
Brooklyn,Bushwick,40.68844,-73.90531,19750
Manhattan,Harlem,40.82914,-73.94736,19751
Brooklyn,Fort Greene,40.68718,-73.97289,19752
Brooklyn,Red Hook,40.67749,-74.00761,19753
Manhattan,Murray Hill,40.74686,-73.97514,19754
Brooklyn,Fort Greene,40.6967,-73.97477,19755
Queens,Kew Gardens Hills,40.72712,-73.8308,19756
Brooklyn,Crown Heights,40.67034,-73.93902,19757
Brooklyn,Bushwick,40.68442,-73.9083,19758
Queens,Ridgewood,40.70735,-73.89343,19759
Brooklyn,Williamsburg,40.70653,-73.93864,19760
Manhattan,Upper West Side,40.80258,-73.9676,19761
Manhattan,Midtown,40.74665,-73.98042,19762
Manhattan,Hell's Kitchen,40.75968,-73.99797,19763
Brooklyn,Williamsburg,40.70944,-73.96161,19764
Brooklyn,Bushwick,40.69748,-73.92588,19765
Brooklyn,Bushwick,40.68224,-73.90739,19766
Manhattan,Upper East Side,40.77789,-73.95473,19767
Brooklyn,East Flatbush,40.66048,-73.93335,19768
Manhattan,Hell's Kitchen,40.7659,-73.98371,19769
Manhattan,Harlem,40.82284,-73.95546,19770
Brooklyn,Williamsburg,40.7121,-73.95892,19771
Brooklyn,Williamsburg,40.70687,-73.9425,19772
Manhattan,Financial District,40.70959,-74.00646,19773
Manhattan,West Village,40.73428,-73.99969,19774
Brooklyn,Bedford-Stuyvesant,40.68858,-73.92212,19775
Staten Island,Castleton Corners,40.62063,-74.13001,19776
Queens,Astoria,40.75732,-73.92019,19777
Manhattan,East Village,40.72117,-73.97839,19778
Brooklyn,Bushwick,40.68315,-73.90908,19779
Manhattan,Washington Heights,40.8349,-73.94829,19780
Manhattan,Murray Hill,40.7487,-73.97842,19781
Brooklyn,Williamsburg,40.7158,-73.94259,19782
Brooklyn,Park Slope,40.67538,-73.98117,19783
Queens,Flushing,40.75957,-73.82206,19784
Brooklyn,Windsor Terrace,40.65815,-73.98172,19785
Queens,Corona,40.7507,-73.85774,19786
Brooklyn,Bedford-Stuyvesant,40.68434,-73.95399,19787
Queens,Jackson Heights,40.75082,-73.89447,19788
Bronx,Kingsbridge,40.88297,-73.90727,19789
Brooklyn,East Flatbush,40.66011,-73.93202,19790
Brooklyn,Bushwick,40.69889,-73.92937,19791
Manhattan,Greenwich Village,40.73317,-73.99813,19792
Brooklyn,Williamsburg,40.70688,-73.96745,19793
Manhattan,Chinatown,40.71454,-73.99271,19794
Brooklyn,Clinton Hill,40.68866,-73.96147,19795
Queens,Astoria,40.75927,-73.9092,19796
Brooklyn,Prospect-Lefferts Gardens,40.65783,-73.9563,19797
Brooklyn,Fort Greene,40.69012,-73.97252,19798
Brooklyn,Bedford-Stuyvesant,40.68562,-73.94042,19799
Manhattan,Midtown,40.7611,-73.97412,19800
Manhattan,Midtown,40.76042,-73.97345,19801
Brooklyn,Bedford-Stuyvesant,40.68898,-73.94756,19802
Brooklyn,Crown Heights,40.66958,-73.95081,19803
Manhattan,Upper East Side,40.77502,-73.95536,19804
Manhattan,Harlem,40.80783,-73.95419,19805
Manhattan,Harlem,40.80986,-73.95349,19806
Brooklyn,Prospect-Lefferts Gardens,40.66197,-73.94668,19807
Manhattan,Kips Bay,40.74411,-73.98011,19808
Manhattan,East Village,40.72524,-73.97777,19809
Queens,Maspeth,40.71402,-73.90853,19810
Brooklyn,Williamsburg,40.71368,-73.94236,19811
Queens,Astoria,40.77204,-73.93344,19812
Manhattan,Upper East Side,40.77097,-73.94862,19813
Brooklyn,Crown Heights,40.67638,-73.91578,19814
Brooklyn,Bushwick,40.696,-73.91303,19815
Brooklyn,Bushwick,40.69702,-73.93269,19816
Manhattan,East Harlem,40.786,-73.94571,19817
Brooklyn,Williamsburg,40.71805,-73.96416,19818
Manhattan,Harlem,40.8065,-73.94941,19819
Manhattan,Washington Heights,40.8451,-73.94101,19820
Manhattan,Hell's Kitchen,40.76313,-73.9943,19821
Manhattan,Upper West Side,40.78146,-73.97917,19822
Manhattan,Gramercy,40.73267,-73.98259,19823
Brooklyn,Sunset Park,40.64759,-73.99812,19824
Queens,Astoria,40.76422,-73.92491,19825
Manhattan,Harlem,40.82514,-73.95489,19826
Brooklyn,Windsor Terrace,40.65739,-73.9806,19827
Manhattan,Upper East Side,40.7844,-73.94856,19828
Brooklyn,Crown Heights,40.67432,-73.95329,19829
Manhattan,Upper West Side,40.79369,-73.96539,19830
Brooklyn,Bushwick,40.69092,-73.91195,19831
Brooklyn,Bedford-Stuyvesant,40.68537,-73.95043,19832
Brooklyn,Park Slope,40.68241,-73.97957,19833
Manhattan,Chinatown,40.71622,-73.9912,19834
Queens,South Ozone Park,40.66996,-73.8223,19835
Brooklyn,Williamsburg,40.71497,-73.96145,19836
Brooklyn,Cypress Hills,40.68148,-73.8904,19837
Brooklyn,Bushwick,40.69912,-73.93508,19838
Brooklyn,Cypress Hills,40.6825,-73.87165,19839
Queens,Flushing,40.76092,-73.82194,19840
Manhattan,Midtown,40.74226,-73.98344,19841
Brooklyn,Greenpoint,40.72311,-73.9411,19842
Brooklyn,Crown Heights,40.67567,-73.93744,19843
Manhattan,West Village,40.73278,-74.00053,19844
Manhattan,East Harlem,40.79084,-73.93962,19845
Manhattan,Chinatown,40.71542,-73.99045,19846
Manhattan,Upper West Side,40.77409,-73.98031,19847
Brooklyn,Bedford-Stuyvesant,40.69527,-73.9365,19848
Manhattan,Kips Bay,40.73726,-73.97932,19849
Queens,Astoria,40.76785,-73.91596,19850
Manhattan,Midtown,40.74771,-73.98873,19851
Manhattan,Morningside Heights,40.81676,-73.96069,19852
Brooklyn,Bedford-Stuyvesant,40.69411,-73.94086,19853
Manhattan,Harlem,40.80811,-73.94486,19854
Manhattan,West Village,40.73845,-74.00551,19855
Manhattan,Inwood,40.86859,-73.91948,19856
Manhattan,Harlem,40.81462,-73.95248,19857
Manhattan,Murray Hill,40.74494,-73.97554,19858
Bronx,Norwood,40.87529,-73.8762,19859
Brooklyn,Flatbush,40.64569,-73.95938,19860
Brooklyn,Bedford-Stuyvesant,40.68084,-73.92038,19861
Manhattan,Theater District,40.76126,-73.98636,19862
Brooklyn,Williamsburg,40.70781,-73.95324,19863
Brooklyn,Fort Greene,40.68386,-73.96813,19864
Bronx,Kingsbridge,40.88546,-73.90526,19865
Manhattan,Chelsea,40.74318,-74.00137,19866
Brooklyn,Williamsburg,40.71463,-73.96474,19867
Brooklyn,Bedford-Stuyvesant,40.69533,-73.95439,19868
Manhattan,Upper East Side,40.77754,-73.95641,19869
Brooklyn,Williamsburg,40.70852,-73.94849,19870
Brooklyn,Bushwick,40.69906,-73.92431,19871
Queens,Elmhurst,40.74612,-73.87364,19872
Manhattan,Harlem,40.80703,-73.95354,19873
Brooklyn,Bushwick,40.69283,-73.92702,19874
Manhattan,East Village,40.72468,-73.9783,19875
Manhattan,Gramercy,40.73338,-73.98535,19876
Manhattan,East Village,40.72692,-73.98781,19877
Manhattan,Harlem,40.82305,-73.95033,19878
Manhattan,Inwood,40.87136,-73.91723,19879
Brooklyn,Bedford-Stuyvesant,40.69543,-73.94448,19880
Brooklyn,Williamsburg,40.70884,-73.94354,19881
Brooklyn,Park Slope,40.67574,-73.97773,19882
Manhattan,Chelsea,40.74022,-74.00094,19883
Queens,South Ozone Park,40.66675,-73.81071,19884
Queens,Kew Gardens Hills,40.72136,-73.81717,19885
Queens,Kew Gardens Hills,40.72077,-73.81485,19886
Manhattan,Upper East Side,40.77221,-73.94819,19887
Brooklyn,Williamsburg,40.71329,-73.96322,19888
Queens,Astoria,40.77145,-73.93008,19889
Queens,Briarwood,40.70857,-73.8075,19890
Brooklyn,Flatlands,40.62846,-73.93355,19891
Brooklyn,Bedford-Stuyvesant,40.68969,-73.95402,19892
Manhattan,Upper West Side,40.7768,-73.98217,19893
Brooklyn,Bedford-Stuyvesant,40.68875,-73.95401,19894
Brooklyn,Flatbush,40.63992,-73.96074,19895
Manhattan,Upper West Side,40.79835,-73.9616,19896
Staten Island,Oakwood,40.56233,-74.12673,19897
Brooklyn,Prospect-Lefferts Gardens,40.66146,-73.95478,19898
Brooklyn,Park Slope,40.67192,-73.97733,19899
Manhattan,West Village,40.73316,-74.00476,19900
Brooklyn,Bushwick,40.69505,-73.90729,19901
Manhattan,Kips Bay,40.74114,-73.97657,19902
Brooklyn,Clinton Hill,40.68764,-73.96782,19903
Brooklyn,Brooklyn Heights,40.69798,-73.99344,19904
Brooklyn,Williamsburg,40.71612,-73.95085,19905
Manhattan,Upper West Side,40.79402,-73.96398,19906
Manhattan,East Village,40.72739,-73.98274,19907
Queens,Woodside,40.74381,-73.89726,19908
Queens,Sunnyside,40.74674,-73.92194,19909
